data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;
7 de maio de 2024;Ótima localização, mas o quarto com aspecto de descuido. Porém, bom custo benefício.;Localização excelente.;O quarto com aspecto de velho. Banheiro com defeito.;7;;;;
30 de abril de 2024;Muito bom;Muito próximo do aeroporto.;Arquitetura antiga, (Dentro do apartamento);8;;;;
29 de abril de 2024;Muito bom;Localização. Flexibilidade no check-in foi essencial.;;;;;;
"O café da manhã excelente..""";O estacionamento é na calçada com poucas vagas mas nao tive problemas porque conseguimos vagas.;8;;;;;;
29 de abril de 2024;Estadia legal;Localização, quarto amplo, recepção atenciosa. Café da manhã bem básico, mas gostoso.;O apartamento era um pouco antigo, o ar era velho e estava com as palhetas quebradas, mas funcionou. O café da manhã podia ter mais frutas frescas e mais opções de suco. A camareira não se atentou que eu estava no quarto e já ia entrando, chegou a abrir o porta e eu estava saindo do banho. Mais atenção a isso.;7;;;;
28 de abril de 2024;Boa opção para pernoite com fácil e rápido acesso ao aeroporto Internacional do Recife.;Ótima localização, check in e pessoas de atendimento e café da manhã com excelente tratamento, ambiente noturno tranquilo.;Segurança do hotel, poderia ter maior segurança, fui abordado por um morador de rua dentro do hotel, além da fechadura não estar funcionando devidamente no quarto.;7;;;;
22 de abril de 2024;Uma boa opção;a localização. o café da manhã estava bom. o quarto amplo.;o wifi nos andares superior não funciona e a Tv também nao .;6;;;;
22 de abril de 2024;Muito bom;Limpeza, atenção dos funcionários e relação custo benefício.;;;;;;
"A localização favorece muito o deslocamento para vários pontos de Recife.""";;8;;;;;;
21 de abril de 2024;Bom;;Apto não muito conservado;7;;;;
20 de abril de 2024;Bom;Localização. Supriu nossa necessidade de uma noite.;Ar condicionado não estava funcionando muito bem. Cama um pouco dura.;7;;;;
18 de abril de 2024;Ainda bem que só passei 1 dia e só precisei para dormir, jamais consideraria o lugar para passar o período de tempo maio;Localização e café da manhã;Chão gorduroso, banheiro com cheiro desagradável, pia entupida com cabelo, descarga não funciona direito;6;;;;
12 de abril de 2024;Bom;Otima localizacao, cafe da manha muito bom e funcionarios solicitos e gentis!;O ar condicionado nao funcionou, tivemos que abrir as janelas para aliviar o calor.;7;;;;
12 de abril de 2024;CUSTO BENEFÍCO;Localização pertinho do aeroporto. Ótimo custo benefício;;7;;;;
12 de abril de 2024;Bom custo benefício, mas em alguns aspectos desorganizado.;Gostei da localização e do quarto é bom pelo valor cobrado. Custo benefício é bom, apesar de ter poucas vagas para estacionamento pelo menos tem 4 vagas disponíveis.;Não gostei do horário em que é serviço o café da manhã. Iniciar as 7h00 é muito tarde para pessoas que viajam a trabalho ou até mesmo tem programações de turismo que começam cedo no início do dia. Além disso, o café contava com alimentos do dia anterior e também foi totalmente servido após o horário das 7h00 o que já consideramos um horário tarde para iniciar ainda mais com atraso.;;;;;
;;;;;;;;
Por fim;" em um momento precisamos de um sacarolha e o hotel não tinha nenhum... Utensílio básico em um hotel.""";7;;;;;;
10 de abril de 2024;Razoável custo-benefício;;Aspecto antiquado do hotel;7;;;;
31 de março de 2024;Hotel apenas para pernoite.;A localização, próximo ao aeroporto e praia de boa viagem.;A estrutura do quarto deixou muito a desejar. A cama de casal eram duas de solteiro conjugadas;;;;;
29 de março de 2024;Boa hospedagem;Hotel bem localizado, próximo a restaurantes e a orla da praia, 30min a pé do aeroporto e de frente há uma lavandeira. ;;;;;;
"O café da manhã também foi bem servido e o quarto era espaçoso.""";Fomos no carnaval e achei o preço bem caro para a estrutura do hotel. ;;;;;;;
O ar-condicionado era barulhento; atrapalhou um pouco para dormir.;;;;;;;
"Ficamos 4 dias e somente antes da última noite que realizaram a limpeza do quarto.""";7;;;;;;;
27 de março de 2024;Hotel para dormir e seguir viagem;Hotel agradável com otima localização;O quarto não estava limpo;;;;;
"Mal cheiro na cuba da pia no banheiro""";6;;;;;;;
25 de março de 2024;Muito bom;Atendimento dos funcionários, localização e café da manha!;Ar-condicionado do quarto não funciona! Impossivel dormir bem no calor!;8;;;;
25 de março de 2024;Muito bom;Foi uma passagem muito rápida. ;;;;;;
"O qye mais gostei foi a localização.""";;8;;;;;;
24 de março de 2024;Muito bom;Funcionarios atenciosos, cafévda manhã e localização!;Ar condicionado do quarto não funciona!;8;;;;
23 de março de 2024;Satisfatório;Apenas do atendimento,;o hotel não tem garagem, acesso ao elevador só através de uma parte de escada;6;;;;
15 de março de 2024;Satisfatório;o café é básico, mas suficiente. os funcionários são muito simpáticos.;o Ar condicionado estava sujo e barulhento, o WC estava com a pia vazando, os colchoes das camas estavam muito moles...;6;;;;
14 de março de 2024;Confortável;Da limpeza e conforto;Tudo certo;7;;;;
12 de março de 2024;Bom;Café da manhã bom!;O quarto.;7;;;;
10 de março de 2024;Bom;Custo benefício;;7;;;;
10 de março de 2024;Estadia compatível com o preço da diária.;Localização, funcionários, custo benefício.;Acho ridículo pessoas que avaliam mal o hotel exigindo café da manhã de resort e instalações modernas. Luxo custa caro!;7;;;;
10 de março de 2024;Muito bom;Localização;Cuscuz frio no café da manhã;8;;;;
9 de março de 2024;Por uma noite é possível se hospedar;A localização é segura, o acesso fácil, os funcionários atenciosos.;O quarto não estava limpo com lixo e poeira embaixo da cama o que me precipitou um ma crise alérgica.;6;;;;
8 de março de 2024;Um bom lugar.;Da localização.;Nada a reclamar;8;;;;
27 de fevereiro de 2024;Atendeu ao que procurava.;O Atendimento das meninas do restaurante, muito educadas e prestativas.;Não sei se era roupa de cama ou o colchão, mas toda vez que deitava na cama, começava um coceira por todo o corpo. As abas do ar-condicionado estavam quebradas, então na tinha como direcionar o ar, ficando esse em cima da cama.;7;;;;
17 de fevereiro de 2024;Bom;O café da manhã é muito bom, os funcionários são muito educados e prestativos.;;;;;;
A localização do hotel é ótima! Bem próximo à praia de Boa Viagem;" mercados e feirinha.""";Pedi para trocar o travesseiro, pois era muito fino/baixo. Não havia travesseiros disponíveis e ainda cobrariam uma taxa caso eu pegasse outro, visto que os travesseiros eram padrão (o que não é verdade, pois o travesseiro da minha amiga era mais confortável).;;;;;;
Os quartos não eram limpos diariamente;" precisamos pedir para limpar pelo menos o banheiro e trocar o lixo.""";7;;;;;;
13 de fevereiro de 2024;Hotel bom! Boa localização! Café da manhã muito bom!;;O chuveiro! Necessário a limpeza nele para q a água saia por igual!;7;;;;
1º de fevereiro de 2024;Hotel com boa localização e bom custo-benefício.;Hotel em local agradável, com boa infraestrutura. Quarto confortável, todos os itens funcionando perfeitamente. Atendimento da recepção muito bom.;Sem comentários.;8;;;;
31 de janeiro de 2024;Hotel Boa Viagem;Localização;Atendimento dos funcionários ;;;;;
"Café da manhã""";6;;;;;;;
30 de janeiro de 2024;Excelente!;A localização é maravilhosa!!;Café da manhã pode melhorar mais!!;7;;;;
29 de janeiro de 2024;Atendeu às expectativas.;Bom café da manhã e diversificado.;O box do banheiro pequeno.;8;;;;
27 de janeiro de 2024;Bom;Localização próxima ao aeroporto;Ausência de insumos no banheiro;7;;;;
27 de janeiro de 2024;De passagem para o Aeroporto;Hotel simples, talvez a única diferença a ressaltar seja que o café da manhã no Nordeste é mais abundante e satisfatório do que em Buenos Aires, São Paulo, Porto Alegre, por onde passei;Piso frío. Seria uma boa ideia gastar com piso em madeira, dar um aspecto mais elegante a hotéis, para diferenciá-los de motéis.;7;;;;
25 de janeiro de 2024;Bom;Localização;lannce de escada até chegar ao elevador;7;;;;
23 de janeiro de 2024;Muito bom;Da localização do hotel. Café e funcionários educados;Alguns funcionários;8;;;;
15 de janeiro de 2024;Satisfatório;Localização.;Wi-Fi ruim e chuveiro não esquentava.;6;;;;
14 de janeiro de 2024;Muito bom;Um lugar agradável.;Não tinha chuveirinho no banheiro.;8;;;;
13 de janeiro de 2024;Bom;Excelente atendimento;;7;;;;
11 de janeiro de 2024;Bom custo benefício.;Localização próxima do aeroporto de Recife. Para conexão longa é suficiente pra tomar um banho e descansar.;Mobiliário antigo o quarto e banheiro necessitam reforma.;7;;;;
11 de janeiro de 2024;Muito bom;A praticidade de ter elevador, as informações turísticas bem visível.;Não tinha tapete no quarto e o ar não gelava apenas barulho, não tinha cobertor disponível dentro do valor eu achei absurdo não ter cobertor sem custo adicional. A tv não consegui usar nos dois dias que fiquei no hotel, pois estava sem sinal o tempo todo.O café da manhã foi bom tem muita variedade.;8;;;;
11 de janeiro de 2024;Bom;Localização ótima;Não é que não gostei, mas poderia ter lençóis mais grossos, o ar poderia Gelar mais. Colocar um filtro na água pra não ficar o fedor de água de poço. Mas recomendo. Vale a pena se for a trabalho e passar pouco tempo. Eu recomendo;8;;;;
8 de janeiro de 2024;Vale o custo benefício;É um hotel bom. Pintado recentemente, limpinho.;Ainda utilizam ar condicionado e antigo, então não consegue ficar bem friozinho.;7;;;;
6 de janeiro de 2024;Informações sobre a acomodação do hotel;Cortesia dos funcionários, limpeza, localização.;Café da manhã restrito demais, não tinha cobertores quentes quando solicitado.;8;;;;
6 de janeiro de 2024;Custo benefício;Custo benefício bom;Da limpeza .;7;;;;
5 de janeiro de 2024;Satisfatório;O café da manhã é ótimo e a localização também.;O funcionário da recepção que me atendeu não foi muito simpático, o banheiro estava sujo, não tinha ducha, a pia tinha manchas de pasta de dente e cabelos.;6;;;;
4 de janeiro de 2024;Ótima localização.;A localização.;;;;;;
"O café da manhã.""";O hotel precisa de uma reforma urgente.;;;;;;;
O elevador precisa de uma manutenção.;;;;;;;;
Não é bom para PCD e idosos.;;;;;;;;
O estacionamento só tem 3 vagas na rua;" o restante é pago.""";7;;;;;;
3 de janeiro de 2024;Muito bom;Tudo top nota 10;De nada tudo bom custo e benéfico;8;;;;
30 de dezembro de 2023;Muito bom;Localização.;As regras de pagamento do hotel não são claras no anúncio, mesmo passando os dados no aplicativo para fazer a reserva precisei tá com o cartão físico em mãos para efetuar o pagamento no check in.;8;;;;
26 de dezembro de 2023;Satisfatório;Localização;O hotel estava em reforma;6;;;;
20 de dezembro de 2023;6;Localização;Limpeza elevado café da manhã péssimo;6;;;;
18 de dezembro de 2023;Razoável;O café da manhã estava muito bom com opções de frutas e sucos naturais, além de uma variedade de pães e bolos.;Poderia ter uma mesa com cadeira para trabalho com laptop, uma bancada para deixar a mala/mochila, tomadas próximas de cada lado da cama (no caso da cama de casal) e respectivos criados. Na área do restaurante tem um ar-condicionado que fica numa direção das principais mesas de café da manhã o que incomoda bastante quem se sentar nessa mesa devido ao forte vento que ali circula.;6;;;;
18 de dezembro de 2023;Muito satisfeira com o custo-benifício.;O café da manhã é fantastico e a ótima localização. Além disso, cheguei muito tarde e o quarto estava prontinho e a atendente foi muito receptiva. Recomendarei o hotel, para quem busca custo-benefício.;Acredito que o fato de não ter estacionamento, dificulta um pouco. Mas para uma viagem rápida, ok. Sem mais a comentar.;8;;;;
18 de dezembro de 2023;No geral as expectativas foram cumpridas. Achei que pelos comentários o hotel seria ruim e não foi.;A localização é perfeita. Café da manhã muito bom e completo com opções de frutas, bolos e tortas e algumas opções regionais. O quarto tava limpo e com lençóis cheirosos. Funcionários atenciosos e educados.;Só a cama que na reserva era pra ser quarto standart com cama de casal e juntaram duas camas de solteiro... A descarga do 405 tava ruim.;8;;;;
18 de dezembro de 2023;Bom;O café da manhã e bom;Os lençóis muito encardidos e as toalhas de banho também, muitos andarilhos ao redor.;7;;;;
17 de dezembro de 2023;Bom;Localização;Limpeza e acomodações com móveis/controles remotos de aparelhos eletrônicos precisando de reparos;7;;;;
14 de dezembro de 2023;Muito bom;A localização é ótima, o quarto é bem amplo e o banheiro é limpo.;O café da manhã podia ter mais opções e a cama é dura.;8;;;;
14 de dezembro de 2023;Bom;Bem localizado, próximo ao aeroporto.;Ficamos no último andar, ficamos apenas uma diária mas a bagunça dos funcionários no corredor (conversando e brincando) incomodou. ;;;;;
O hotel fica do lado de um hospital;" então barulho de sirene podem acontecer frequentemente.""";7;;;;;;
12 de dezembro de 2023;Muito bom;Localização, quarto bom, cama boa.;Estacionamento insuficiente, local do café da manhã pequeno,;8;;;;
11 de dezembro de 2023;muito bom;não fiquei para o café da manhã;;8;;;;
4 de dezembro de 2023;Satisfatório;Café da manhã,e o atendimento da funcionária que fez meu chekin;Não tinha papel higiênico no banheiro,precisei de dois copos liguei mandaram eu descer para pegar,usei o papel higiênico que eu levei na mochila,um dos elevadores não chamava para sexto andar ,tive que subir as escadas,a cama de casal era dois colchões um perto do outro e um mais alto do que o outro , horrível,costumo dormir abraçado com minha esposa,tivemos que escolher um lado,o whatsapp demoram Muito para responder,si liga não atendem, péssimo ,o frigobar desligado cheio de água na bandeja tive que jogar água fora,ligar esperar gelar armazenar meus alimentos e bebidas.;6;;;;
