data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;;;;;
12 de novembro de 2024;Muito bom;Funcionários muito soliticios. A estrutura do hotel é bom e a limpeza impecável.;O café da manhã deixa a desejar.;8;;;;;;;;
12 de novembro de 2024;Fantástico;muito bom, comidas bem preparadas;;;;;;;;;;
"local limpo e organizado""";a orientação quanto ao uso do cartão no elevador;9;;;;;;;;;;
10 de novembro de 2024;Razo;Normal;Colchão muito mole;7;;;;;;;;
9 de novembro de 2024;Muito bom;Atendimento;Café da Manhã;8;;;;;;;;
2 de novembro de 2024;Hospedagem simples mas Funcional.;Hotel bem novo, estrutura bem funcional com academia.;Faltava luz de forma bem breve mas ocorria todo dia.;;;;;;;;;
;;;;;;;;;;;;
Como disse tudo dentro do custo benefício; não teve nada de errado com a hospedagem;" para adultos atende bem.""";7;;;;;;;;;
31 de outubro de 2024;Bom;Funcionários da recepção simpáticos.;O café da manhã: frutas de má qualidade, reposição demorada dos produtos, área do restaurante pequena. ;;;;;;;;;
"O chuveiro pela manhã não sai água quente. Durante a noite é normal.""";7;;;;;;;;;;;
29 de outubro de 2024;Fantástico;;Senti falta de bolo de rolo, comida típica da região, no café da manhã.;;;;;;;;;
"Achei o cuscuz muito seco.""";9;;;;;;;;;;;
28 de outubro de 2024;Fantástico;Limpa e confortável;;9;;;;;;;;
28 de outubro de 2024;Muito bom. Voltaria a me hospedar.;Limpeza e conforto.;Nada.;8;;;;;;;;
28 de outubro de 2024;Bom;Limpeza da acomodação;Achei o café da manhã fraco , com pouca opção de alimentos integrais e sem lactose .;7;;;;;;;;
28 de outubro de 2024;Bom;Quarto confortável.;Espaço pra café da manhã muito pequeno e barulhento, e poucas opções de comida;7;;;;;;;;
28 de outubro de 2024;Bom;A localização é boa, aproximadamente 10 minutos do aeroporto e próximo da praia de boa viagem. Tem uma academia brinquedoteca e uma piscina pequena no terraço. O quarto é limpo, e possui frigobar. A cama é bem confortável, roupa de cama tem o toque bom.;O quarto é bem pequeno, o ruído do corredor se propaga no interior do quarto. O café da manhã possui pouca variedade e falta capricho no preparo, visualmente não é muito apetitoso. Fiquei com o básico ovos mexidos e queijo.;7;;;;;;;;
27 de outubro de 2024;Quase 10....;localização;O Café da manhã!!!! O hotel e muito bom...porém a área onde serve o café e bem pequena e corre o risco de chegar e ter que aguardar...achei pouca variedade também!!!;8;;;;;;;;
26 de outubro de 2024;otimização;localização;preço;8;;;;;;;;
25 de outubro de 2024;Bom;Custo;Estrutura do café. Muito ruim. Local incompatível com número de hóspedes. Qualidade duvidosa dos produtos.;7;;;;;;;;
25 de outubro de 2024;Fantástico;Ótimo custo benefício. Limpeza muito boa. ;;;;;;;;;;
Roupas de cama e banho de boa qualidade. ;;;;;;;;;;;;
Chuveiro bom.;;;;;;;;;;;;
"Café da manhã gostoso e com uma equipe muito competente e prestativa para deixar o ambiente sempre limpo e organizado.""";Achei o colchão duro e de baixa qualidade.;9;;;;;;;;;;
22 de outubro de 2024;Bom custo benefício;O hotel oferece quartos pequenos, mas que se destacam pela limpeza e conforto. A localização é conveniente, embora não seja a melhor disponível na região. O atendimento foi satisfatório, sem grandes destaques. Em termos de custo-benefício, pode ser uma boa opção dependendo do valor que você conseguir. O preço de R$530, anunciado na recepção para um casal, parece elevado considerando o que o hotel oferece. No entanto, o café da manhã é bom e complementa a experiência de forma positiva.;;9;;;;;;;;
21 de outubro de 2024;Fantástico;Excelente atendimento! Eu e minhas pets fomos muito bem recebidas!;;9;;;;;;;;
17 de outubro de 2024;Bom;A localização é muito boa;Me colocaram num quarto para deficiente e o banheiro alagava todo quanto tomava banho, solicitei para me mudarem de quarto e o recepcionista alegou que o hotel estava lotado, o que dava para perceber que não era verdade. Fiquei chateado com esta situação, não foi a primeira vez que me hospedei no hotel e voltarei, porém espero que não se repita;7;;;;;;;;
15 de outubro de 2024;Boa estadia!;Localização, chuveiro, estacionamento (mesmo sendo pago) .;;8;;;;;;;;
14 de outubro de 2024;Hotel novo e com bom custo benefício.;Hotel novo.e moderno, com equipe bastante simpática.;Nada.;8;;;;;;;;
13 de outubro de 2024;Bom curto x benefício;Boa localização, próximo ao Shopping Recife, bom café da manhã.;vazamento do box do banheiro;8;;;;;;;;
13 de outubro de 2024;Muito bom;Localização;;8;;;;;;;;
13 de outubro de 2024;Fantástico;;O tamanho do quarto standard duplo é pequeno para dispor as duas camas. Mas como a estadia foi por um período pequeno, conseguimos nos acomodar bem.;9;;;;;;;;
13 de outubro de 2024;Muito bom;Instalações limpas e confortáveis;;8;;;;;;;;
7 de outubro de 2024;Bom;;Cama pequena;;;;;;;;;
5 de outubro de 2024;Bom;Quarto pequeno, mas confortável e com um ótimo chuveiro. Localização perfeita!;;7;;;;;;;;
5 de outubro de 2024;Muito bom;;Barulho nos quartos;8;;;;;;;;
30 de setembro de 2024;ótima estadia;Chamou atenção a limpeza. Tudo organizado, lençóis, toalhas, banheiro, bem limpos. Oferecem kit pet com caminha pro cachorro, muito legal!;O café da manhã pode melhorar um pouco. Um espaço muito pequeno e o hotel comporta muita gente. Além disso, poucas opções no café;8;;;;;;;;
30 de setembro de 2024;Ótimo custo benefício ligado a uma ótima localização.;Quarto muito bom, hotel muito limpo, camareiras altamente educada e prestativas.;Acho que o podiam melhorar no café da manhã. ;;;;;;;;;
"Deixou a desejar!""";9;;;;;;;;;;;
30 de setembro de 2024;muito agradavel;hotel muito bom , cafe da manha excelente, muito bem localizado;estava tudo perfeito;8;;;;;;;;
29 de setembro de 2024;Hotel bom;Hotel organizado e limpo. Boa localização. Café da manhã muito bom tbm.;Um funcionário foi antes do término da diária verificar o frigobar( ao acordar já tinham deixado um recado embaixo da porta falando sobre o horário de saída e a não possibilidade de mais minutos ). Foi olhar se tínhamos consumido algo. Não achei legal. Poderiam esperar o final do checkout.;9;;;;;;;;
25 de setembro de 2024;Bom;;cafe da manha;7;;;;;;;;
25 de setembro de 2024;Muito bom;cama ,lençóis, limpeza , localização;demora atendimento recepção, café da manhã......trocentos hóspedes p uma sala mínima.....bagunçado....poucas opções de café da manhã.;8;;;;;;;;
24 de setembro de 2024;Passeio em família;Localização excelente, café da manhã muito bom, bastante variedades e as instalações são novas.;O quarto não tem um isolamento acústico bom, pois dá para escutar conversas e o barulho da rua. OBS: fiquei no 3° andar, talvez mais alto não tenha esse problema.;8;;;;;;;;
24 de setembro de 2024;Bom custo benefício;Quarto;Sauna com defeito;9;;;;;;;;
24 de setembro de 2024;Muito bom;;O ralo da ducha estava danificado empossando agua e vazamento na vedação da porta do chuveiro.;8;;;;;;;;
23 de setembro de 2024;Localização boa, mas deixa muito a desejar.;A localização é ótima. A vista da piscina também é bem bonita.;Acústica péssima a ponto de escutar pessoas de outros quartos roncando ou assistindo TV. Todo dia as 09h bate alguém na porta seja pra perguntar se quer lavanderia ou se quer reposição do frigobar, desnecessário e incomoda. O frigobar inclusive não para de fazer barulho. O tempo todo dando estalos altos. Limpeza deixa a desejar. Chegamos e tinha sabonete usado dentro do box. Não tiraram em nenhum dos dias que estivemos. Tirando a localização, o hotel deixa muito a desejar.;7;;;;;;;;
20 de setembro de 2024;Bom custo benefício;O flat tem ótima localização e fácil acesso, pertinho do shopping Recife e do aeroporto. Tem estacionamento próprio, porém pago a parte (20 reais). Café da manha ótimo, fui cedinho para evitar filas e foi tranquilo. O quarto é bem confortável, chuveiro quentinho. Para quem vai ficar mais dias, tem academia e piscina.;Tudo ótimo.;9;;;;;;;;
19 de setembro de 2024;Estadia boa. Tudo certo;Tudo certo. Apt bom;Só não gostamos da comida que pedimos no quarto. Pedimos uma picanha mas veio um bife duro de quebrar os dentes rs. Bem ruim esse prato;9;;;;;;;;
19 de setembro de 2024;Foi muito bom, café da manhã excelente e funcionários prestativos;O quarto no geral;O ar-condicionado as vezes parava de gelar;9;;;;;;;;
18 de setembro de 2024;Bom;Funcionários gentis, café da manhã simples mas gostoso, quartos bons e limpos.;Muito barulho, seja pelos hóspedes falando alto de madrugada no corredor ou pelo barulho que fazia no andar inteiro a cada vez que em algum quarto davam descarga. Ficou impossível passar a noite sem acordar.;7;;;;;;;;
17 de setembro de 2024;Muito bom;Gostei da localização;Tinha lenços sujos e o ar condicionado ficou no rosto da pessoa;8;;;;;;;;
17 de setembro de 2024;Satisfatório;Edificação nova e moderna;;;;;;;;;;
16 de setembro de 2024;Excelente custo benefício!;Custo benefício.;O quarto é pequeno mas atende para poucos dias. O café da manhã poderia melhorar, mais opções como pão de queijo, bolos, tapioca…;9;;;;;;;;
16 de setembro de 2024;Fantástico;De tudo, menos o Café da Manhã ( deixa a desejar);Café da Manhã ( muito fraquinho) tem que melhorar;9;;;;;;;;
15 de setembro de 2024;Muito bom;Localização, limpeza, conforto;Café da manhã;8;;;;;;;;
15 de setembro de 2024;Bom;Limpeza;Quarto pequeno e café da manhã bem fraco.;7;;;;;;;;
15 de setembro de 2024;Muito bom;Localização, conforto, vista;Não ter a possibilidade de antecipar o check in, ja que nao iriamos ficar a diaria completa.;8;;;;;;;;
15 de setembro de 2024;Muito bom;Hotel organizado, quarto limpo e aconchegante. Café da manhã variado e saboroso. Excelente localização.;Os travesseiros poderiam ser melhores e acústica do quarto não é boa( conseguimos ouvir tudo o que o vizinho de quarto falava).;8;;;;;;;;
15 de setembro de 2024;Fantástico;Café da manhã ;;;;;;;;;;
Localização ;;;;;;;;;;;;
"Cortesia Recepção""";Nada;9;;;;;;;;;;
14 de setembro de 2024;Fantástico;Da localização do local.;Ambiente;9;;;;;;;;
13 de setembro de 2024;otima.;O atendimento foi maravilhoso. O gerente Alan muito atencioso.;;8;;;;;;;;
13 de setembro de 2024;Muito bom;;Distância para o aeroporto.;8;;;;;;;;
12 de setembro de 2024;Muito bom;Vista;Café da manhã, deixou a desejar.;8;;;;;;;;
12 de setembro de 2024;Muito bom;;O corredor do sétimo andar estava fedendo muito!;8;;;;;;;;
12 de setembro de 2024;Muito boa! Voltarei em breve;Limpeza e localização;;9;;;;;;;;
10 de setembro de 2024;Se for pelo restaurante , não retorno mais;O hotel é bom na localização, no;;;;;;;;;;
tamanho;" espaço do.banheiro .""";Péssimo atendimento do restaurante. Sem preparo algum o gerente do restaurante. Serviço terceirizado;7;;;;;;;;;
10 de setembro de 2024;Otimo espaço e localizaçao;bem localizado;O hospede ao quarto ao lado ficou com a televisao com volume alto , nao entanto visemos a reclamaçao na manha seguinte;7;;;;;;;;
9 de setembro de 2024;Muito bom;Muitas opções de iluminação;O quarto é pequeno;8;;;;;;;;
8 de setembro de 2024;Fantástico;;O cheiro horrível do canal do lado hotel;9;;;;;;;;
1º de setembro de 2024;Fantástico;Próximo ao shopping, estacionamento a custo médio dos outros lugares, limpo, organizado, café da manhã variado.Tem academia e uma vista incrível na cobertura.;Área do box de banho pequena. Pessoas acima do peso como eu podem ter dificuldades para tomar banho. Café da manhã era bem variado com pães, cuzcuz, bolos, mas senti falta de pãozinho de queijo.;9;;;;;;;;
1º de setembro de 2024;Foi otimo;Tudo novinho e limpinho, bem localizado.;Cama muito boa;9;;;;;;;;
1º de setembro de 2024;Fantástico;Tudo limpo, confortavel;O café da manhã podia ser melhor;9;;;;;;;;
1º de setembro de 2024;Muito bom;custo beneficio;quarto pequeno e nao tem isolamento acustico;8;;;;;;;;
31 de agosto de 2024;Bom custo benefício;Conforto e instalações;Café da manhã;8;;;;;;;;
30 de agosto de 2024;Simpático e acolhedor;Localização próxima de restaurantes e de shopping.;O pequeno almoço poderia ser melhor.;8;;;;;;;;
27 de agosto de 2024;Um hotel honesto em sua proposta;Um ótimo banheiro.;;;;;;;;;;
Uma cama boa.;;;;;;;;;;;;
Um ótimo ar condicionado e;;;;;;;;;;;;
Uma boa TV.;;;;;;;;;;;;
"Cafe da manhã com boas opções e bem servido.""";O quarto é muito pequeno sem espaço para colocar malas maiores.;;;;;;;;;;;
A localização se é boa em termos de acesso;" fica comprometida pelo proximidade ( ao lado) de um canal que exala odores ruins.""";8;;;;;;;;;;
27 de agosto de 2024;Muito bom;Atendimento cortês por parte de todos os funcionários.;O café da manhã poderia ter mais opções.;8;;;;;;;;
26 de agosto de 2024;Fantástico;Quarto bem limpo, cobertor no plástico, café da manhã com variedades, localização boa para quem vai p aeroporto.;O hotel não tem estacionamento gratuito, assim que chegamos com o carro havia um rapaz na porta do hotel sentado em um banquinho, imagino que seja o manobrista. Paramos o carro para tirar as malas, e ele se quer deu um boa tarde, muito menos se apresentou ou ofereceu uma ajuda com as malas.;;;;;;;;;
Meu marido percebendo o descaso;" deixou o carro na rua mesmo.""";9;;;;;;;;;;
25 de agosto de 2024;Muito bom;Café da manhã, Academia e cama confortável;TV com poucos canais.;8;;;;;;;;
25 de agosto de 2024;Muito bom;A localização é muito boa, o chuveiro do banheiro também é maravilhoso.;O estacionamento é pago, o quarto é muito pequeno, o café da manhã é bem básico!;8;;;;;;;;
24 de agosto de 2024;Bom, mas tem melhores na região.;A localização é boa.;Os quartos são bem pequenos, muito mesmo.;8;;;;;;;;
23 de agosto de 2024;Muito boa! O hotel é muito bem localizado, tem um ótimo café da manhã, funcionários super atenciosos e um boa piscina!;Cama/colchão excelente, ótimo chuveiro!;O quarto é bem apertadinho!;9;;;;;;;;
23 de agosto de 2024;Muito bom;Cama muito boa e vista do quarto.;Café da manhã, deixou a desejar.;8;;;;;;;;
21 de agosto de 2024;Muito bom;Instalações novas, limpeza e funcionários muito educados;Eu acho que o café da manhã poderia melhorar;8;;;;;;;;
19 de agosto de 2024;Muito bom;Gostei da localização, café da manhã;Não gostei do quarto, só tem uma cama de casal .;;;;;;;;;
"Minha filha dormiu com nóis na cama porque não tinha outra opção..""";8;;;;;;;;;;;
19 de agosto de 2024;a estadia foi péssima devido ao ar condicionado quebrado;;O ar condicionado quebrou de madrugada e ficamos sem dormir por conta do calor;7;;;;;;;;
19 de agosto de 2024;Confortável;Tudo;;8;;;;;;;;
18 de agosto de 2024;Nada especial;Cama confortável;Demora no atendimento quando algo é solicitado na recepção;7;;;;;;;;
17 de agosto de 2024;Muito bom;O quarto;O café da manhã … a cada dia está ruim , as frutas com gosto de geladeira os ovos mexido com gosto horrível e pouca variedade de suco … antes era bem melhor … vou procurar outra hotel ou caso tenha opção de sem café seria melhor ….;8;;;;;;;;
