data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;
26 de janeiro de 2023;Precisa melhorar!;O café da manhã...muito bem servido! Gentis os funcionários da copa e a chefe da governança.;Ao chegar já fomos informados que teríamos um quarto com 3 camas de solteiro, apesar de ter solicitado de casal, além disso já realizamos o pagamento das diárias a vista e tínhamos conhecimento do pagamento do estacionamento, 25 reais a diária. A recepção nos informou que não necessitaríamos pagar as diárias do estacionamento, estranhei, mas acatei a decisão. A noite, necessitamos juntar as camas pois temos uma criança de 4 anos que ainda dorme conosco. Ao afastar a cama, nos deparamos com muita sujeira ( resto de comida, cabelos) tiramos fotos e fui limpar o espaço para então ir dormir. O ar condicionado com um barulho imenso e a tv o sinal é péssimo...quarto 902.;;;;;
;;;;;;;;
O banheiro tinha uma infiltração por baixo da pia; havia deixado meu sapato e o mesmo amanheceu encharcado. A partir disso; buscamos auxilio com a recepção que repassou os problemas do quarto e por volta de umas 11h00; nos transferiram para outro quarto.;;;;;
A camareira responsável pela limpeza; me abordou nos corredores para saber se o quarto estava sujo; com semblante de dúvida e me falou que ela levou a culpa sem ter. Dai; fomos a gerência e a governanta Ana nos ouviu com atenção e pediu desculpas por todo o ocorrido.;;;;;
"Ao realizar o check-out nos foi cobrado o valor das diárias do estacionamento. A recepcionista """"dispensou"""" o pagamento e lançou no sistema do hotel.";;;;;;;;
No último dia...utilizamos a piscina; as paredes muito sujas!;;;;;;;
Enfim;" precisa melhorar muito!""";5;;;;;;
24 de janeiro de 2023;Aceitável;.....;.....;5;;;;
12 de janeiro de 2023;---;Café da manhã;O quarto estava com cheiro de mofo muito forte.;3;;;;
7 de janeiro de 2023;Boa e bom preço.;Adorei o café da manhã.;Só tive um pouco de dificuldade pra mexer no ar condicionado, porque não entendi que tinha um controle junto à cama.;9;;;;
6 de janeiro de 2023;Aceitável;Tamanho do Quarto.;Cama com lençóis manchados, sem travesseiros, sem cobertores. estrutura zero.;5;;;;
6 de janeiro de 2023;Aceitável;Já não é a primeira estadia neste hotel, melhorou muito, desta vez, os ar condicionados não são mais ruidosos, são novos e funcionam, muito bem. ;;;;;;
Quarto muito limpo e com pintura nova e com boa higienização ;;;;;;;;
 Gostei do pequeno almoço como sempre; da localização; da amabilidade de todos os funcionários; quarto espaçoso; banheiro bom;" com água quente e fria.""";O Wi-Fi funciona mal e era limitado e no quarto 808 não pegava. ;;
O telefone também não funcionava.;;;;;;;;
;;;;;;;;
Recomendo a resolução do sinal de Wi-Fi.;;;;;;;;
;;;;;;;;
"O preço cobrado é ligeiramente elevado.""";9;;;;;;;
2 de janeiro de 2023;Excepcional;Localização muito boa. Próximo à praia e shopping.;;10;;;;
29 de dezembro de 2022;uma decepção….;a acomodação deixou muito a desejar;paredes sujas do quarto 801;;;;;
tv sem funcionar;;;;;;;;
ar condicionado c barulho perturbador a noite inteira;;;;;;;;
"porta do banheiro incompleta""";4;;;;;;;
29 de dezembro de 2022;Excelente;Excelente;Não dispor de serviço de restaurante;10;;;;
28 de dezembro de 2022;ótimo custo benefício;O atendimento é incrível!! Boa localização, ótimo café da manhã, tudo muito bom.;;10;;;;
26 de dezembro de 2022;Aceitável;café da manhã;Cama ruim, banheiro ruim, cheiro ruim e ar condicionado barulhento.;5;;;;
22 de dezembro de 2022;Super recomendo;Os funcionários muito educados, a cama é confortável, o quarto muito limpo, toalhas brancas e sem manchas. O café da manhã top, bastante variedades. Recomendo tranquilamente.;achei o wi-fi um pouco fraco, fiquei no 7° andar , o sinal era forte mas a velocidade um pouco fraca. Quem precisar dela para algum trabalho pode ter dificuldade. Mas isso não desabona o conforto e a ótima recepção que tive.;10;;;;
21 de dezembro de 2022;Escolha barata para 3 estrelas perto do aeroporto;Perto do aeroporto e custo-beneficio;Estrutura e conforto simples, mas de acordo com um 3 estrelas;9;;;;
20 de dezembro de 2022;falta de cuidado.;da cama confortável, ar condicionado, televisão, espelhos ao redor do quarto, funcionários.. principalmente os homens da recepção que atende o telefone e fica fora também.;da barata que saiu pelo meu ar condicionaria, da demora pra atendimento de camareira no quarto, academia caindo aos pedaços, ter que pagar estacionamento, chão que não limpam bem, as vezes falha no cartão do quarto.;5;;;;
15 de dezembro de 2022;Excepcional;o hotel é muito bem localizado fica proximo ao shopping, fica a 1,5 km da praia de boa viagem e o quarto é bem aconchegante. Ponto forte foi o café da manha que teve atpe coalhada! E o passeio para Carneiros foi sensacional!;;10;;;;
10 de dezembro de 2022;Localidade excelente, atendimento vip, limpeza top, me hospedaria novamente com certeza!!😘;Atendimento e recepção nota 1.000;Piscina estava suja;10;;;;
3 de dezembro de 2022;Muito ruim;;localização e recepcionista;2;;;;
30 de novembro de 2022;Legal, mas precisam mudar o ar condicionado;Estava limpo e bem organizado. A localização foi prática, uma vez que fica próxima ao aeroporto;O ar condicionado fazia muito barulho e por isso não consegui dormir;5;;;;
22 de novembro de 2022;Valeu demais.;Sauna, com amplo horário e pronto atendimento para ligar.;Blecaute da janela do quarto não veda inteiramente a luz.;;;;;
As duas camas poderiam ser juntadas;" pois a hospedagem era para uma só pessoa.""";10;;;;;;
17 de novembro de 2022;Padrão excelente de qualidade. Super recomendo.;Limpeza, cama e travesseiros confortáveis, piscina limpinha, café da manhã variado, localização ótima pertinho do shopping, aeroporto, Praia...;;;;;;
Gostamos de tudo.;;;;;;;;
Como sempre padrão Nacional inn. ;;;;;;;;
Excelente ;;;;;;;;
Voltaremos nos hospedar nos hotéis da rede;" com certeza.""";;10;;;;;
29 de outubro de 2022;Fantástico;Café da manhã;;9;;;;
17 de outubro de 2022;Muito ruim;O hotel fica bem localizado, próximo ao aeroporto de Recife e do shopping.;A limpeza deixou a desejar. O quarto estava com cheiro forte de cigarro e nao passou por limpeza antes de entrarmos, pois havia um tênis debaixo da cama e ninguém notou.;2;;;;
15 de outubro de 2022;Ar condicionado, banheiro, televisão... instalações em geral...;Só a distância do aeroporto....;Conforto;2;;;;
15 de outubro de 2022;nao voltaria;wifi;ar condicionado cama localizacao;4;;;;
12 de outubro de 2022;Local perfeito para passar final de semana em família.;Bem perto do aeroporto e shopping recife, farmácias, supermercados e restaurantes em um raio de 5km que você pode fazer a pé sem medo. Quartos ótimos, dispõe de frigobar. Piscina bem limpa e organizada. Café da manhã bem feito.;;10;;;;
12 de outubro de 2022;Razoável para uma noite;Localização por ser próximo do arroporto;Limpeza banheiro. Cheiro mofo no quarto e cama péssima q me deu dor nas costas;5;;;;
10 de outubro de 2022;Nunca mais nos hospedaremos neste hotel;Dos recepcionistas, em destaque para o André.;;;;;;
Da localização;;;;;;;;
A ducha do banho;" mesmo o chuveiro estando sujo e enferrujado.""";A classificação do hotel nunca poderia ser 3 estrelas. O edifício é velho, absolutamente mal conservado e sujo. As toalhas são de péssima qualidade, com o nome do hotel escrito a caneta. Numa delas constava o nome de outro hotel. Roupa de cama limpa, porém manchada. A responsável pelo restaurante foi indelicada conosco. Tivemos que pedir toalha de rosto, pois não encontramos no quarto. Café da manhã muito fraco. E a cozinheira não compareceu ao trabalho (ficamos sem tapioca).;2;;;;;
27 de setembro de 2022;Ficamos muito decepcionados;Nenhum ponto forte aqui;Não é nada como o anuncio. O quarto estavacom mal odor e sujo, com direito a aranha na cama e percevejos. O Banheiro tem uma porta transparente, diferente do anuncio. O Local é px a uma comunidade e perigoso e o 'estacionamento' é caro e no cha de terra sem cobertura. Ficamos muito decepcionados;1;;;;
22 de setembro de 2022;Decepcionante;Cafe da manhã simples e localização boa para o que eu buscava;Muito mal atendido no check in. Funcionário estava dormindo quando cheguei e me passou um quarto com cama de solteiro sendo que minha reserva era pra casal pois viajava com minha esposa. O Funcionario alegou que minha reserva era pra cama de solteiro e que nada podia fazer. So faltou me chamar de mentiroso. Meu carro quase não cabia na única vaga que restou. Banheiro Sujo. Tinha mofo!;4;;;;
21 de setembro de 2022;Não recomendo!;Nada;Recepção muito mal educada. Fomos praticamente desacatados por um erro do atendente. Não recomendo o hotel. Banheiro com cheiro ruim. Péssimos travesseiros. Tínhamos outra reserva para alguns dias para frente, cancelamos e fomos para outro hotel.;1;;;;
16 de setembro de 2022;Muito ruim;;Tinha barata no quarto;2;;;;
16 de setembro de 2022;Não recomendo.;nada;banheiro mal higienizado, vidros dos box muito sujos, mofo na parte interna do box. Cerâmica encardida de sujeira. precisa cumprir requisitos básicos de limpeza que podem ser resolvidos com água sanitária, detergente e uma bucha.;5;;;;
13 de setembro de 2022;Excelente custo benefício;Custo benefício para se deslocar ao aeroporto para voo pela manhã.;O atendimento da recepção pode melhorar.;9;;;;
24 de agosto de 2022;Não recomendo.;Nada.;Lençóis amarelados, toalhas de banho amareladas, lençóis ;;;;;
mau posta nas camas;;;;;;;;
ar-condicionado barulhento; não tinha toalha de rosto ;;;;;;;
no banheiro;" frigobar fora da tomada. Bem apertado.""";2;;;;;;
23 de agosto de 2022;Muito satisfeito espero voltar outra vez.obrigado;Localização, atendimento dos funcionários, Limpeza, a camareira Sra Maria José muito educada.;Apenas o colchão por ser de mola muito mole.;10;;;;
22 de agosto de 2022;Excepcional;O pouco tempo que ficamos eu gostei muito da experiência;A demora para a limpeza do quarto 403;10;;;;
22 de agosto de 2022;um fracasso;;limpeza péssima, talheres e pratos sujos café ruin;1;;;;
31 de julho de 2022;Aceitável;Limpeza;Alguns funcionários deixaram a desejar.;5;;;;
25 de julho de 2022;Super recomendo;Hotel maravilhoso, camas confortável, quarto muito bem limpo, café da manhã ótimo, ótima localização, recepção excelente.;Não vou dizer que não gostei, vou dizer que senti falta de desenho animados na tv, porque tive que levar minha filha de 3 anos, e como eu ia sair a noite, ela teria que ficar no quarto com o pai, e para ela foi muito intediante. Tirando isso tudo perfeito;10;;;;
25 de julho de 2022;Excepcional;Quarto super limpo, funcionários atenciosos, café da manhã com ótimas opções, perto do shopping Recife e mercado atacadão. Ficamos no 908;;10;;;;
24 de julho de 2022;Excelente para uma pernoite de última hora;Próximo ao aeroporto.;Muito barulho desde as 5h da manhã, impossível de descansar.;5;;;;
24 de julho de 2022;Excelente custo benefício;a localização e a limpeza do ambiente;;9;;;;
18 de julho de 2022;Decepcionada.;;Atendimento péssimo. Instalações muito velhas e mal cuidadas. Muito caro para o padrão do hotel.;4;;;;
13 de julho de 2022;Não recomendo!;atendimento e próximo ao aeroporto;apto muito antigo, cheiro de mofo, bairro horrivel!;3;;;;
10 de julho de 2022;Aceitável;;O café da manhã é muito limitado, poucas opções, pães gelados. Não tinha molho para por no cuscuz, etc;5;;;;
8 de julho de 2022;Excepcional;Tudo otimo;Sem reclamações;10;;;;
8 de julho de 2022;Melhor pagar um pouco mais e ficar em outra hospedagem.;O hotel tem boa localização e café da manhã correto. Só.;;;;;;
Inicialmente me colocaram em um quarto com uma cama de casal; sendo que eu estava acompanhado de um amigo e reservei um quarto triplo.;;;;;;;
Desci na recepção e nos trocaram de quarto; para um com duas camas de solteiro; porém sem porta no banheiro (era uma cortina no lugar).;;;;;;
Nunca vi isso em lugar nenhum!;;;;;;;;
Os travesseiros era altos demais; só servindo como apoio para as costas mesmo.;;;;;;;
As toalhas tinham um cheiro estranho.;;;;;;;;
"Ainda bem que foi só uma noite.""";No geral, a experiência foi decepcionante.;5;;;;;;
6 de julho de 2022;Fantástico;Proximidade do aeroporto;;9;;;;
4 de julho de 2022;Hotel mais ou menos;Local limpo.;Infraestrutura não é boa.;5;;;;
4 de julho de 2022;Péssimo;odeio tudo . Tudo sujo;tava tudo sujo;1;;;;
20 de junho de 2022;Apesar de bem localizado, não recomendo.;Já me hospedei anteriormente em 2019. O hotel tem uma localização excelente, café da manhã aceitável, quartos limpos, chuveiro forte, cama boa e ar-condicionado bom.;O hotel tem deixado muito a desejar na estrutura das acomodações, principalmente nos andares superiores. Viajei com a minha sogra, mãe, irmã e esposa. No quartos dos meus familiares simplesmente o cheiro de mofo atacou a alergia delas, problemas da duchinha, uma pia muito pequena e o pior de tudo foi a minha irmã ter novamente ter reservado o hotel e ter sido colocada no décimo andar, sem acesso por elevador. O mínimo aceitável para um hotel 3 estrelas, no qual a minha mãe e irmã tiveram que parar no nono andar e subir com as malas dois vãos de escada carregando as suas malas. Experiência essa que me fez excluir de vez o hotel da minha lista de opções ao retornar a cidade.;5;;;;
19 de junho de 2022;Foi bom;..Gerente e funcionários do café da manhã muito atenciosos.;Funcionário que nos atendeu quando chegamos nos colocou em um quarto que além do ar não está funcionando direito, ainda tinha algumas tomadas sem funcionar e ele não fez questão de nos mudar de quarto, tive que esperar o gerente chegar no outro dia pra que isso acontecesse, sendo que tivemos um problema nesse quarto que estávamos no msmo dia só que mais tarde, e a moça da recepção que não é gerente já ia nos mudar de quarto sem falar com o gerente então entendi que ele não teve vontade msmo de tentar pelo menos!!;;;;;
"Café da manhã diferente das fotos""";5;;;;;;;
18 de junho de 2022;sofrível.;atenção dos funcionários;sujo, sem manutenção, travesseiro horrível.;5;;;;
13 de junho de 2022;Satisfeito;Café da manhã;Estacionamento do Hotel pago;9;;;;
12 de junho de 2022;Muito bom;;Muito bom;10;;;;
11 de junho de 2022;Não cumpre os padrões da rede Nacional Inn.;;Segurança, limpeza e organização das estadias. Nós deram um quarto e qnd abrimos a porta já havia um casal hospedado e dormindo.;5;;;;
31 de maio de 2022;Excepcional;Excelente atendimento desde a recepção, café da manhã incrível. Ótima localização, tive um pequeno problema , mas a solução foi imediata e além da expectativa. Recomendo muito!! Voltarei com certeza.👏👏👏👏;Nada a declarar a respeito, pelo contrário tudo perfeito;10;;;;
28 de maio de 2022;Atendeu parcialmente.;Cama, frigobar, TV.;Água suja do banheiro, não teve agua quente todos os dias no banheiro, sauna não funcionava, area de spa utilizado para outras finalidades, agua utilizada não é recebe tratamento. (fotos) (repassado por colaboradores do hotel);5;;;;
25 de maio de 2022;Hotel velho e fraco, único ponto positivo é a proximidade do aeroporto.;;Um verdadeiro muquifo. Se custasse 20 reais a diária seria um preço justo. A única coisa que valeu a pena foi a cordialidade das funcionárias do café da manhã. Muito educadas e solícitas ao contrário dos funcionários da recepção, totalmente despreparados.;1;;;;
24 de maio de 2022;Ruim;;Péssimo hotel, cheiro de mofo o ar condicionado mais barulhento que já vi e vc não controla a temperatura, sem água quente e só informaram depois que estávamos no quarto e ainda o rapaz disse que o problema não era dele, acho que o minimo a ser feito era ter informado antes do check in para saber se permaneceríamos, ainda bem que ficamos somente a noite por conta do horário do voo, não recomendo e não volto.;3;;;;
23 de maio de 2022;Horrorosa;Facilidade de ser perto do aeroporto;Quarto sujo, atendimento ruim, não tinha água quente no chuveiro e o hotel nem se importou! Apenas disse que era domingo e não seria possível consertar. Entorno perigoso.;1;;;;
13 de maio de 2022;vou voltar, mas precisamos de internet;café bom, localização de boa.;;;;;;
;;;;;;;;
Mas a internet de vocês precisa melhorar muito; fiquei no 4º andar;" muito ruim mesmo.""";internet;9;;;;
12 de maio de 2022;Ruim;;nao tem elevador no último andar, nao tem janela, banheiro sujo;3;;;;
12 de maio de 2022;Aceitável;Da localização, perto do aeroporto;Do horário do cafe da manha;5;;;;
10 de maio de 2022;Excelente!;Muito bom, com variedades.;Pouco controle de barulho e organização dos hóspedes no café da manhã.;10;;;;
9 de maio de 2022;Decepcionante;O Chuveiro é muito bom.;Não gostei da estadia, café da manhã muito ruim, o ar condicionado do quarto muito velho. roupa de cama estava amarelada.;4;;;;
3 de maio de 2022;Péssima, evitem esse hotel.;De nada, nada agradou realmente.;"Tudo. Da recepção pouco ""receptiva"" ao quarto que era bem ruim, pra ter ideia o banheiro é ""fechado"" por uma MEIA PORTA de correr, nunca tinha visto isso em lugar algum. Café da manhã bem ruinzinho. Cobraram estacionamento, pra você chegar até o tal estacionamento que fica atrás do hotel, vc passa por uma área bem degradada que causa medo realmente, o ""estacionamento"" é de terra batida, pra voltar pro hotel tem q passar por dentro das áreas de serviço do hotel. Enfim hotel bem ruim mesmo.";2;;;;
25 de abril de 2022;Excepcional;Equipe de recepção e custo benefício.;O atendimento da equipe do café da manhã foi péssimo, muito ignorantes, reclamavam por tudo e sempre de cara feia, passando a impressão que estavam lá forçados. O hotel precisa URGENTE conversa com esse equipe.;10;;;;
24 de abril de 2022;Hotel sem manutenção, café da manhã péssimo.;O tamanho do quarto e as camas são confortáveis;A sensação é de que o hotel está abandonado ou sem administração/gerência, espaços sujos, sem manutenção. O espaço do café da manhã estava com um ar condicionado pingando em cima da mesa e a parede embaixo infiltrada, o que mostrava que o problema não é novo e nunca foi resolvido.;;;;;
;;;;;;;;
Fora isso; café da manhã péssimo. Zero opções salgadas vegetarianas; suco de frutas de tang.;;;;;;
;;;;;;;;
Exige-se o uso de luvas pra se servir no café da manhã;" mas não o uso de máscaras. Tentando encontrar a lógica ainda.""";2;;;;;;
19 de abril de 2022;Fantástico;cama confortável, quarto de tamanho bom . Ar condicionado funcionando bem . Boa localização;A água do chuveiro demorou um pouco para aquecer , mas depois veio bem quentinha;9;;;;
17 de abril de 2022;Excepcional;Tudo;Nada;10;;;;
17 de abril de 2022;Péssimo;A hospedagem não teve nada de bom;Limpeza, café da manhã etc;2;;;;
15 de abril de 2022;já conhecia mas vejo que não só manteve a qualidade mas aperfeiçoou;limpeza, chuveiro, cama;;10;;;;
13 de abril de 2022;Fantástico;próximo ao aeroporto, funcionários educados;ar condicionado não gela;9;;;;
13 de abril de 2022;atendimento vale mais do q estrutura;a cama, mas a roupa d cama era nitido q ja estava bem gasta;limpeza;;;;;
chegamos as 0h e a recepcao foi pessima. Funcionario n deve ter sido treinado p a funcao; perdido; confundiu os quartos q nos colocou;" demorou um tempão p nos passar a chave e estavamos extremamente cansadas. nitido q colocaram uma pessoa p exercer a funcao de recepcionista mas n o prepara-lo o o msmo. a unica coisa q salvou foi o cafe da manha""";5;;;;
11 de abril de 2022;Decepcionante;;camas pequenas, quarto pequeno, café da manhã fraco;4;;;;
11 de abril de 2022;Fantástico;Tudo excelente!;Apenas o frigobar do quarto não ligava, mas não me fez falta pois passei apenas uma noite.;9;;;;
10 de abril de 2022;Perfeito para viagens curtas;Quarto limpo e camas confortáveis. Ótimo café da manhã;;;;;;
9 de abril de 2022;Entre o shopping recife e o aeroporto ótimo hotel;Quarto bom, 2 ruas do shopping Recife, 5min do aeroporto, ótimo café da manhã, atendimento bom, limpeza ótima, quarto muito bom;A cama juntaram 2 pra fazer uma, as vezes abria, fora isso , pq eu fiquei num quarto triplo, mas tudo bem moderno e próximo dos dois, só a área para trás não é tão tranquila p andar de noite indo ao shopping;9;;;;
5 de abril de 2022;Fantástico;funcionários;;9;;;;
3 de abril de 2022;Excepcional;chuveiro foi ótimo camas confortáveis e localização ideal;;10;;;;
14 de junho de 2023;Muito bom;café da manhã muito bom! bem localizado, custo benefício bom.;;8;;;;
10 de setembro de 2022;Muito boa;localização;achei tudo bom no hotel;7;;;;
5 de setembro de 2022;Satisfatório;localização;do café da manhã e os banheiros era pra ter uma porta de não vidro;6;;;;
12 de junho de 2022;Boa;Limpeza, organização e os quartos, impecáveis.;Muito barulho dos carros e motos, buzinas etc...Noite péssima..;7;;;;
18 de novembro de 2023;Excepcional;Gostei muito do café da manhã;;10;;;;
29 de outubro de 2023;Alto custo para a proposta.;Comum!;Instalações antigas!;2;;;;
13 de fevereiro de 2023;Foi bom;localização ;;;;;;
"custo benefício""";o banheiro possuía um cheiro forte que tomava conta de todo quarto. não era algo relacionado a limpeza do imóvel e sim as encanações;10;;;;;;
27 de julho de 2022;exelente!;achei legal a piscina muito boa.;apenas algumas horas que pedir pra ficar mas um pouco acomodado..e informações só isso que não gostei .;9;;;;
12 de junho de 2022;felicidade;gostei do ótima recepção!;da tá não ser smart;9;;;;
6 de setembro de 2024;Bom;Próximo aeroporto;Local externo do hotel;7;;;;
12 de agosto de 2024;Boa;Custo-Beneficio;Arredores do hotel;8;;;;
28 de julho de 2024;Good place for one - two nights.;Very good breakfast, 19 minutes walk distance to the beach.;Not so clean bathroom.;7;;;;
14 de março de 2023;enough for one night;near airport ;;;;;;
"good breakfast""";the neighbor didn’t looks like safe area;7;;;;;;
6 de agosto de 2024;Aceitável;The staff;The room was not clean properly and too shabby;5;;;;
9 de maio de 2024;Bad;The location and the breakfast;Disappointed because they overbooked the hotel and neglected guest that use booking to make the reservation. The facilities are old and the bathroom uncomfortable with a tiny shower space for an adult to get a decent shower. If you travel to work you need to know that the internet is bad and didn’t function in higher levels of the hotel (9 and 10 level). And they don’t care about it.;1;;;;
17 de janeiro de 2024;Not a good experience;The only thing that I like was the location;They have not organized the property ahead . When. We got at the hotel there was a big confusion about the rooms and who would be allocated to each one . The air condition was not working in the lobby .. it was hot and stressful ;;;;;
"There was one of the rooms the mini bar was not working""";4;;;;;;;
11 de dezembro de 2023;disapointing;;location and staff;3;;;;
24 de fevereiro de 2025;Buena opción para estar cerca del aeropuerto;La habitación es grande y cómoda. El desayuno es muy bueno, variado.;Nada. Tener en cuenta que la ubicación es buena si necesitas cercanía con el aeropuerto, sino no es una linda zona. No me pareció barata la tarifa;8;;;;
16 de agosto de 2024;Für unsere Übernachtung völlig ausreichend. Gut;Frühstück war ok, für 1 -2 Übernachtung ok;;6;;;;
7 de janeiro de 2024;Regular;Cuarto grande;Cobran por estacionamiento.;7;;;;
24 de setembro de 2023;Cercano pero ruidoso;La ubicación cerca del Aeropuerto, cómodo para salir , con cochera y buena atención.;Mucho ruido desde la calle, no es culpa del hotel pero gente gritando toda la noche en la calle. Paramos en el hotel para descansar porque teníamos vuelo a las 4 de la mañana y prácticamente no pude dormir nada.;7;;;;
7 de setembro de 2023;Satisfatório;Vicinanza aereoporti, presenza di parcheggio, colazione;Camere vecchie e con necessità di ristrutturazione, struttura nei pressi di una zona degradata.;6;;;;
13 de agosto de 2023;Pas top;L'emplacement.;La climatisation ne marche pas, s'allume mais ne refroidie pas. ;;;;;
"La chambre il n'y a pas une table dedans comme tous les hôtels normal.""";7;;;;;;;
16 de março de 2023;Rigtig god valuta for pengene, store værelser med fine senge, fint badeværelse;Fin morgenmad med ok udvalg;Bygningen lidt slidt;8;;;;
8 de março de 2023;Sólo pasamos la noche.;Desayuno bastante prolijo y generoso. La zona no parece muy segura para andar de noche.;La habitación no estaba muy limpia , en especial los pisos parecían algo sucios;6;;;;
23 de fevereiro de 2023;Bom;Los conserjes son amables.;;;;;;
Se pueden tomar muchas excursiones desde el hotel.;;;;;;;;
Te ofrecen lugares para comer que son baratos.;;;;;;;;
El wifi tiene buena señal en toda parte del hotel.;;;;;;;;
"La zona de la piscina es bonita para cenar al aire libre.""";Entendí que tenían restaurant nocturno, pero solo era para el desayuno de la mañana.;;;;;;;
La zona no es muy linda. Demasiada pobreza.;;;;;;;;
El wifi es complicado de configurar.;;;;;;;;
"No encontré a nadie que hable español.""";7;;;;;;;
22 de dezembro de 2022;Bom;La recepción y el check in fue rápido y diligente. El desayuno también estuvo bien.;La ubicación, y las instalaciones del cuarto y en general algo antiguas, le falta una renovación.;7;;;;
25 de setembro de 2022;Bom;Ubicacion;Desayuno de no muy buena calidad;7;;;;
25 de fevereiro de 2025;Aceitável;Desayuno;Olor a sucio, humedad, instalaciones viejas;5;;;;
5 de janeiro de 2025;Fantástico;La ubicación es ideal para hacer shopping y cerca del aeropuerto;;9;;;;
5 de agosto de 2024;Obligada;Desayuno bueno.;1.Por error horario ingreso[ de madrugada] no se me dió opción a traslado del pago.;;;;;
2. Informando y solicitando con antelación mi pedido de taxy para traslado;" el mismo llegó 2.30hrs después [vehiculo particular]""";4;;;;;;
25 de março de 2024;Hotel standard pas à l'image de l'accueil brésilien;Literie confortable, petit déjeuner correct pour ce type d'hôtel.;Accueil froid du personnel. Arrivés à 3h du matin, nous avions bien sûr réservé pour la nuit. ;;;;;
Notre valise ne nous ayant été livrée par Latam qu'à 18h30;" il ne nous a pas été possible d'accéder aux douches de la piscine ( même en payant un supplément) avant de repartir à l'aéroport. Il nous aurait fallu repayer une seconde nuit d'hôtel rien que pour prendre une douche. Les pousadas sont bien plus accomodantes. Nous ne recommandons pas cet hôtel qui n'est pas significatif de l'accueil brésilien.""";3;;;;;;
14 de janeiro de 2024;No se acerca a lo esperado!! Busquen otra opción!!;;La habitación reserve 2 camas y me dieron lo que quisieron .el internet malo en la habitación la cama pequeña.el desayuno pésimo ni jugo de naranja,ni mermelada ni mantequilla etc.;2;;;;
21 de maio de 2023;Aceitável;Para una noche en tránsito, cerca del aeropuerto. Limpio, silencioso. Buen WiFi.;La calidez de las habitaciones, muy franciscanas.;5;;;;
20 de maio de 2023;Fantástico;Cercano al aeropuerto;;9;;;;
12 de maio de 2023;Ruim;;era habitacion con una puerta que daba a otra habitacion, el aire hacia mucho ruido….;3;;;;
6 de maio de 2023;solo para bañarse y dormir, no mucho más;la presión del agua de la ducha!;la ubicación y nada en el frigobar (apagado);5;;;;
19 de abril de 2023;Excepcional;Muy bueno el desayuno y muy buena la atencion;;10;;;;
2 de abril de 2023;Fantástico;Excelente el hotel, las habitaciones y la atención.;Lo único feo es el lugar de ubicación, muy inseguro si se quiere salir caminando;9;;;;
12 de março de 2023;Muy cómodo;La buena atención y la limpieza;Las villas alrededor;10;;;;
10 de março de 2023;Aceitável;La cama;Televisor y baño;5;;;;
6 de fevereiro de 2023;Hotel em Recife com excelente relação custo benefício;É um hotel com excelente relação custo benefício. Os quartos com camas muito confortáveis, itens de banheiro básicos, tudo limpo, TV e ar condicionado funcionando perfeitamente.;;;;;;
Serviço de ascensor e café da manhã. Estrutura padrão de um hotel; nada que invejar de grandes redes de hotéis;" considerando que é um hotel básico.""";;10;;;;
31 de janeiro de 2023;Muito ruim;Nada;Un hotel sucio y viejo hace muchos años que no le ponen una inversión;2;;;;
1º de janeiro de 2023;Fermata obbligatoria;La prossimità all'aeroporto.;La colazione.Era un po scarsa;5;;;;
15 de junho de 2022;Juste en cas de nécessité;Le prix, l'emplacement près de l'aeroport;Hotel ancien, zone peu sûre, murs laissant passer tous les bruits.;3;;;;
14 de abril de 2022;Péssimo;;Sin mantenimiento, la cama es muy chica e incómoda.;1;;;;
3 de abril de 2025;Satisfatório;;;6;;;;
1º de abril de 2025;Muito bom;;;8;;;;
23 de março de 2025;Muito bom;;;8;;;;
16 de março de 2025;Muito bom;;;8;;;;
13 de março de 2025;Muito bom;;;8;;;;
9 de março de 2025;Muito bom;;;8;;;;
6 de março de 2025;Satisfatório;;;6;;;;
3 de março de 2025;Muito bom;;;8;;;;
26 de fevereiro de 2025;Satisfatório;;;6;;;;
22 de fevereiro de 2025;Bom;;;7;;;;
20 de fevereiro de 2025;Bom;;;7;;;;
18 de fevereiro de 2025;Bom;;;7;;;;
15 de fevereiro de 2025;Muito bom;;;8;;;;
11 de fevereiro de 2025;Bom;;;7;;;;
10 de fevereiro de 2025;Satisfatório;;;6;;;;
6 de fevereiro de 2025;Bom;;;7;;;;
29 de janeiro de 2025;Muito bom;;;8;;;;
28 de janeiro de 2025;Bom;;;7;;;;
22 de janeiro de 2025;Bom;;;7;;;;
21 de janeiro de 2025;Muito bom;;;8;;;;
19 de janeiro de 2025;Muito bom;;;8;;;;
15 de janeiro de 2025;Satisfatório;;;6;;;;
12 de janeiro de 2025;Muito bom;;;8;;;;
9 de janeiro de 2025;Muito bom;;;8;;;;
8 de janeiro de 2025;Muito bom;;;8;;;;
6 de janeiro de 2025;Bom;;;7;;;;
6 de janeiro de 2025;Muito bom;;;8;;;;
4 de janeiro de 2025;Bom;;;7;;;;
2 de janeiro de 2025;Bom;;;7;;;;
30 de dezembro de 2024;Bom;;;7;;;;
27 de dezembro de 2024;Muito bom;;;8;;;;
23 de dezembro de 2024;Bom;;;7;;;;
20 de dezembro de 2024;Bom;;;7;;;;
20 de dezembro de 2024;Bom;;;7;;;;
17 de dezembro de 2024;Bom;;;7;;;;
15 de dezembro de 2024;Bom;;;7;;;;
