data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;
27 de março de 2024;Justa;Localização;Limpeza, colchões sujos e lixo entre a parede e o colchao da beliche;7;;;;
26 de março de 2024;Boa localizacao, mas, sem comodidades e baixo grau de conforto;Ótima localizacao;Apartamentos antigos, banheiros apertados, frigobar vazio;7;;;;
24 de março de 2024;Boa;Gostamos de tudo;Achamos o banheiro muito pequeno;8;;;;
21 de março de 2024;Pra quem não é exigente e pelo preço tá ok.;Boa localização, bom café da manhã, funcionários sempre solícitos.;Colchão com “buraco” quando deita, acento do banheiro meio que quebrado… nada pra consumo no frigobar..;7;;;;
18 de março de 2024;muito agradável o tempo que passei hospedado.;No geral gostei de tudo. pretendo retornar novamente com minha família, e se possível indicarei aos meus amigos.;;9;;;;
17 de março de 2024;Muito bom;Quarto espaçoso, bem organizado e limpo, banheiros limpos. ;;;;;;
Café da manhã excepcional; muita variedade e todos os dias algo novo. ;;;;;;;
Instalações de saguão e áreas comuns sempre muito organizados. ;;;;;;;;
"Todos os funcionários são bem receptivos e simpáticos.""";O chuveiro ficava pingando mesmo depois do registro fechado e por isso tivemos que manter o vidro do box fechado (se não respingava o banheiro todo);;;;;;;
"Comida e bebida no restaurante local são caras.""";8;;;;;;;
13 de março de 2024;Top;Principalmente do atendimento dos funcionários excelente.;Piscina fecha às 18:00 achei muito cedo .;9;;;;
9 de março de 2024;Fantástico;Excelente;;9;;;;
6 de março de 2024;Muito boa!;Pessoal do Hotel é super simpático e receptivo. Muito educados e a limpeza é excelente. O café da manhã é muito gostoso.;Acho que a academia poderia dar uma melhorada.;9;;;;
5 de março de 2024;Muito bom;Localização;;8;;;;
5 de março de 2024;Tradicional;Localização excelente, proximidade com outros lugares para visitação o café servido pela manhã e a cordialidade dos funcionários.;As instalações em geral aparentam ser antigas mostrando sinais de reformas e odor característico da passagem do tempo e uso.;7;;;;
5 de março de 2024;Localização excelente, estrutura +-;Localização excelente, de cara para o mar.;Falta de funcionários, reformas e consertos mal realizados dando aspecto de inacabado.;;;;;
"Box minúsculo.""";8;;;;;;;
4 de março de 2024;Estadia tranquila!;Hotel simples, porém, aconchegante! Colaboradores super prestativos e simpáticos, uma recepção de respeito. Café da manhã, maravilhoso, pena não ter aproveitado melhor devido aos compromissos.;Nada a declarar.;9;;;;
27 de fevereiro de 2024;Estadia boa;O atendimento da equipe de funcionários foi muito boa.;A área de banho dentro do box do banheiro é muito pequena e causa desconforto.;9;;;;
24 de fevereiro de 2024;Fantástico;Localização;;9;;;;
23 de fevereiro de 2024;Muito bom;Atendimento dos funcionários;Falta mais cabides no banheiro;8;;;;
19 de fevereiro de 2024;Muito bom;Atendimento dos funcionários;Falta mais cabides para pendurar toalhas e roupas no banheiro;8;;;;
19 de fevereiro de 2024;Boa;Funcionários muito prestáveis e café da manhã muito bom e variado;Teve uma noite que a luz falhou duas vezes e não sei se foi por conta disso mas depois da segunda vez que a luz falhou eu já estava na cama para dormir quando voltou a luz comecei a escutar barulho de mosquitos e quando acendi a luz tinha vários mosquitos no teto, na parede e na cama, foi bem estranho e depois fui ver e eles tavam saindo do ar, tive que descer e pedir solução para o problema pois eram muitos mosquitos, passado uns minutos bateram na porta do quarto e vieram com um spray para os matar e depois pude dormir tranquilamente, mas cheio de mosquitos mortos em volta kkk mas não foi problema, tava cansado mesmo e então dormi;8;;;;
14 de fevereiro de 2024;Superou minhas expectativas.;Gostei de tudo, da localização, das acomodações, do café da manhã espetacular, mas o que mais me agradou foi o deck com vista para a praia.;;9;;;;
12 de fevereiro de 2024;Aconchego;Funcionários muito gentis principalmente um senhor que pegou as malas no dia que chegamos;Ar condicionado antigo;;;;;
4 de fevereiro de 2024;Muito bom;Espaço físico;do banheiro, box muito pequeno;8;;;;
2 de fevereiro de 2024;Pequeno, mas satisfatório;Café da manhã;Não existe garagem adequada e quarto pequeno;7;;;;
24 de janeiro de 2024;Bom;Vista do salão onde é servido o café da manhã;;7;;;;
21 de janeiro de 2024;Hotel médio;Próximo ao mar e tinha elevador;Quarto pequeno;7;;;;
21 de janeiro de 2024;Muito bom;Localização extraordinária;;8;;;;
17 de janeiro de 2024;Muito boa;O quarto é bem confortável, de frente pro mar, banheiro com tamanho bom, tudo funcionando direitinho, localização boa.;O café da manhã poderia ter mais opções, mas nada que não faça nós não voltarmos ao hotel.;9;;;;
15 de janeiro de 2024;Bom;;O ar condicionado não funciona bem.... ruim para dormir!;7;;;;
11 de janeiro de 2024;Fantástico;Excelente localização, na Praia de Boa Viagem. Boas instalações.;;9;;;;
9 de janeiro de 2024;Fantástico;A localidade;;9;;;;
9 de janeiro de 2024;foi uma estadia boa;muito bom sem , simples e completo, poderia ter um pouco mais de frutas , porem nao e tao pior como os demais hoteis. Para nos deu o suficiente;Nao gostamos da localizacao queriamos um hotel que estive perto de todo os buxichos e e muito residencial sendo muito longe de todos os bares e restaurantes da cidade,;8;;;;
9 de janeiro de 2024;Funcional;A localização;Cama velha, cortina sem funcionar é mto barulho no meu corredor;7;;;;
5 de janeiro de 2024;Muito boa;Gostei muito da localidade;Piscina.Muito pequen;7;;;;
4 de janeiro de 2024;Fantástico;Os funcionários bastante prestativos, a equipe da higienização excelente.;A estrutura do apartamento um pouco antiga.;9;;;;
2 de janeiro de 2024;Atendeu quanto a especificidade de minha viagem por ter sido rapida.;O Hotel tem uma excelente localização, quartos grandes, camas confortáveis (apesar dos móveis serem mais antigos), excelente atendimento da recepção porém, o serviço de café da manhã, tanto quanto a qualidade e o tamanho do espaço físico, deixam muito a desejar.;Do espaço e serviço do café da manhã.;8;;;;
2 de janeiro de 2024;Muito boa;O hotel tem uma localização excelente e a piscina foi um ótimo recurso de diversão para as crianças. O pessoal da recepção foi muito solícito com as minhas demandas.;;9;;;;
1º de janeiro de 2024;Boa;Atendimento é café da manhã;Quarto pequeno e antigo;7;;;;
29 de dezembro de 2023;Fantástico;Localização, café da manhã, atendimento 24hrs, funcionários;Ar condicionado fraco;9;;;;
29 de dezembro de 2023;🏨 Golden Park Boa viagem!;Atendimento, localização, limpeza... Amei o café da manhã!;Não é que não gostei, apenas sugestão: as lixeiras do banheiro deveriam ser com tampas. Ou seja, fechadas.;9;;;;
28 de dezembro de 2023;Muito bom;Cafe da manhã Bom.;O estacionamento é difícil. As roupas de cama e banho são velhas.;8;;;;
27 de dezembro de 2023;Ótimo custo/benefício;Ótima localização, limpeza, staff acolhedor e solicito;Box do banheiro pequeno;9;;;;
25 de dezembro de 2023;Custo-benefício;Localização ;;;;;;
Café da manhã.;;;;;;;;
Limpeza.;;;;;;;;
"Atendimento dos Funcionários.""";Odor que ficava no banheiro, ;;;;;;;
Piso antigo;" poderia ser melhor.""";7;;;;;;
21 de dezembro de 2023;Fantástico;Localização, conforto, bom café da manhã. Funcionários prestativos;Sem comentários;9;;;;
18 de dezembro de 2023;Boa;Café, acomodacao;Preco;8;;;;
17 de dezembro de 2023;muito bom;A localização , o atendimento dos funcionários e facilidade de acesso para outros lugares.;;9;;;;
16 de dezembro de 2023;bom custo benefício;Tamanho do quarto e a vista para o mar!;Espaço do banheiro para banho, extremamente minúsculo.;7;;;;
15 de dezembro de 2023;Muito bom;Atendimento pelos funcionários;Café da manhã;;;;;
"Mobília muito judiada""";8;;;;;;;
14 de dezembro de 2023;Atendeu minhas necessidades e expectativa.;Localização excelente. Horário do café da manhã ótimo… foi o diferencial pra mim, pq era o que eu precisava mais, sair bem cedo.;Cheiro da madeira antiga nos corredores e ao entrar no quarto. Mas que passa rápido.;9;;;;
11 de dezembro de 2023;Altamente recomendável para quem deseja ficar bem localizado em Recife! como;Excelente localização e um café da manhã muito farto. Equipe super atenciosa. Indico demais!;O banheiro é limpo, porém com box muito pequeno, apertado.;9;;;;
11 de dezembro de 2023;Bom;Gostei da rapidez em que fomos atendidos. Fucionários sempre solícitos. E a vista pro mar estava bonita. O apartamento é relativamente grande, com sala, cozinha e banheiro.;A cortina black out não deixava o quarto escuro o suficiente para dormir. Sugiro que caprichem mais nesta cortina. As toalhas de banho eram pequenas e finas. Sugiro melhorar as toalhas. Tivemos problema com o controle remoto da tv que, apesar do esforço dos funcionários, não foi resolvido, mas, funcionários sempre muito educados.;7;;;;
11 de dezembro de 2023;Muito agradável;A localização é fantástica. O Café da manhã tem muitas opções. Quarto espaçoso e aconchegante.;O estacionamento nao fica na entrada do hotel e não garante a vaga para o carro.;9;;;;
9 de dezembro de 2023;Boa;Localização;Banheiro;7;;;;
9 de dezembro de 2023;Muito boa;Café da manhã muito bom.;Sem observações;9;;;;
9 de dezembro de 2023;Bom;Atendimento. Inclusive aproveito a oportunidade para elogiar a camareira Julia, que me ajudou passando uma das minhas camisas e se recusou a receber qualquer tipo de valor em troca. Simpática e disponível, o que se espera de qualquer colaborador, não apenas no ramo da hotelaria.;;7;;;;
7 de dezembro de 2023;Boa localização.;Bom chuveiro. Bons travesseiros. Recebi uma acomodação que o secador de cabelos não estava funcionando, rapidamente me trocaram de quarto.;Nada a referir;9;;;;
5 de dezembro de 2023;Muito boa;Boa viagem toda;;8;;;;
2 de dezembro de 2023;Muito bom;localização;banheiros antigos;8;;;;
30 de novembro de 2023;Fantástico;Gostei muito da hospedagem. Conforto e limpeza do quarto. Café delicioso.;;9;;;;
29 de novembro de 2023;Bom custo beneficio;Localização e preço;Quarto espartano;8;;;;
28 de novembro de 2023;Bom;Satisfatório café da manhã ;;;;;;
"Equipe simpática""";Demora dos elevadores.;;;;;;;
"Nossos quartos ficavam no 4⁰ e 7⁰ andares.""";7;;;;;;;
22 de novembro de 2023;Saugestões para agradar o cliente;Gostei da gentileza dos funcionários, muito simpáticos e prestativos!;;;;;;
"A localização do hotel é perfeita!""";O hotel precisa de alguns reparos, piso e estrutura em geral necessita de uma reforma. Com relação a alimentação, senti falta de mais opções para vegetarianos/veganos ou para quem seja intolerante ao glúten. Por ex, pães sem glúten e leite vegetal no desjejum.;8;;;;;;
21 de novembro de 2023;Excelente hotel, voltarei em breve;O ambiente do hotel está de parabéns, o café da manhã excelente, o funcionário estão de parabéns;Só sala de jogos não estava disponível;8;;;;
21 de novembro de 2023;Razoável;A vista;Não tem lençóis e nem rodo no banheiro,;;;;;
"Frigobar vazio""";8;;;;;;;
20 de novembro de 2023;Satisfatória;Gostei da euipe, do café da manhã;O banheiro necessita de reparos no ralo do box, na porta que não fecha direito;7;;;;
20 de novembro de 2023;Bom;Do atendimento do Marcelo q foi muito receptivo e da localização próximo de tudo.;O hotel e suas instalações estão muito velhas necessitando de reformas.;8;;;;
19 de novembro de 2023;Atendeu as necessidades;O café da manhã é bem diverso, com uma vista linda da praia de boa viagem. Roupa de cama e banho limpos. Atendimento atencioso.;O hotel é antigo, vaso sanitário estava com um vazamento. Acabamento antigo, impressão de sujo, ainda que pudesse estar limpo.;7;;;;
19 de novembro de 2023;Fantástico;Da limpeza e reorganização;O frigobar estava vazio e o não disponibilizarão cardápio.;9;;;;
18 de novembro de 2023;Recomendo;Café da manhã bem diverso, com uma vista linda do mar. Atendimento excelente.;"Achei a cama ""mole"" demais porque tenho um probleminha de coluna.";9;;;;
16 de novembro de 2023;Foi legal.;Localização, quarto, café.;O banheiro é grande, mas a área do banho é muito pequena e desconfortável.;7;;;;
16 de novembro de 2023;Como só foi para o hotel para dormir, não tenho muito a acrescentar;Apenas da coma, que era bem confortável;O banheiro, a parte do banho é muito pequeno.;8;;;;
14 de novembro de 2023;Muito bom;cafe da manha excelente, localizacao otima bem perto de uma pracinha com muitos eventos, lojinhas;;8;;;;
13 de novembro de 2023;Atendimento perfeito. O pessoal muito simpático.;Café ótimo.;;;;;;
"A localização ótima.""";A demora pra o uber chegar.;9;;;;;;
12 de novembro de 2023;Custo-benefício ok.;Localização;Quarto com leve cheiro de mofo;;;;;
Corredores com cheiro de cigarro;;;;;;;;
"Bar sem funcionário para atender.""";7;;;;;;;
10 de novembro de 2023;Bom custo x benefício;Menos de 10 minutos do aeroporto. É na avenida da praia. Café da manhã muito bom. Equipe bem treinada. Bom custo x benefício.;O apartamento 105 sofre com um barulho forte de um aparelho de ar refrigerado grande que fica ligado dia e noite.;8;;;;
10 de novembro de 2023;Localização exceção com uma vista incrível da orla.;Localização;Café da manhã;9;;;;
9 de novembro de 2023;Excelente relação custo/benefício.;A equipe do hotel é maravilhosa. O Cleiton na recepção e o Petrus na mensageria resolveram todos os meus problemas. Fui atendido no bar e no café da manhã pelo Janderson com muita presteza e amabilidade.;A praia em frente ao hotel é ruim para banho.;9;;;;
8 de novembro de 2023;Bom;Café da manhã exelente;;;;;;
Sala de jogos top;;;;;;;;
Quarto confortável ;;;;;;;;
"Ótima visão para a praia""";Fomos tomar banho a água subiu alagou o quarto ;;;;;;;
No mínimo deveria ter ao menos uma garrafinha de água no frigobar para os hóspedes ;;;;;;;;
