data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;;;
24 de abril de 2022;Confiram a conta/consumo do Restaurante e quarto.;Fomos jantar no restaurante e decidimos deixar o consumo pago porque iríamos viajar de manhã cedo. Porém ao conferir a conta, vimos que o valor cobrado estava errado. A recepcionista disse que havia tido o consumo de 4 refeições (estávamos em 4 porém minha irmã estava doente e não consumiu nada). Eu disse que foram 3 refeições e perguntei o que era que estavam cobrando ali. Ela disse que não sabia, que so tinha escrito no computador 4 refeições mas que iria no Restaurante ver o que estava sendo cobrado. Nisso se passaram 10 minutos. Ela demorou mais 15 minutos tentando descobrir o que houve e voltou dizendo que era o consumo de uma omelete. Dissemos que não consumimos omelete. Ela pegou a nota da omelete e perguntou se reconheciamos aquela assinatura e dissemos que não. Ai voltou pro Restaurante e demorou mais uns 15 minutos para voltar e dizer que descobriu o que era e que a funcionária tinha registrado a mesma refeição 2x. Mais uns 10 minutos pra cancelar, fechar a conta e fazer o pagamento. Ou seja, quem se hospeda no Ibis Recife Aeroporto, no mínimo pretende ficar próximo ao aeroporto, não pegar o trânsito caótico de Recife e nem perder o voo. Se tivéssemos deixado pra pagar o consumo no Check-out íamos correr o risco de perder o voo porque confiariamos que o aeroporto é em frente ao hotel, e não precisaríamos sair com muito tempo de antecedência para seguir viagem. Mas com essa demora no atendimento da recepção de resolver um problema do Restaurante, já foi um impecílio muito antes do voo. Nota 5/10 pra recepção.;Do tempo de atendimento e resolução de problemas do próprio hotel por parte da recepção.;5;;;;;;
22 de abril de 2022;Excelente!;Excelentes acomodações e equipe de atendimento.;;10;;;;;;
22 de abril de 2022;Excepcional;É muito próxima ao aeroporto, 2 minutos de carro.;;10;;;;;;
18 de abril de 2022;Ruim;Nada;Preço caro;3;;;;;;
15 de abril de 2022;Excepcional;TUDO;NAO TEM TOMADA PERTO DA CAMA;10;;;;;;
10 de abril de 2022;Excepcional;Todos funcionários muito simpáticos, fomos super bem atendidos por todos.;;10;;;;;;
10 de abril de 2022;Boa localização, próximo ao aeroporto;Funcionários super cordiais e simpaticos.;;;;;;;;
Ótima localização; próximo do aeroporto. ;;;;;;;;;
"Café da manhã bom.""";O hotel possui parceria com uma empresa de táxi, para levar os hóspedes do aeroporto até o hotel. Como o hotel é super perto do aeroporto, não íamos utilizar, mas estava chovendo quando chegamos, e estávamos com criança e resolvemos utilizar. Quando falamos que íamos para o Ibis, um taxista ficava jogando para outro (passamos por 4), e o que finalmente resolveu nos levar,fez uma ligação para a empresa durante o trajeto, reclamando que tinha aceitado a corrida, mas que não era sua vez (muito chato isso).;10;;;;;;;;
3 de abril de 2022;Excepcional;localizado e parceria com o táxi do aeroporto;não tenho do que reclamar;10;;;;;;
3 de abril de 2022;Ok para uma noite ao lado do aeroporto de Recife.;Transfer do aeroporto para o hotel, ótima localização para uma noite perto do aeroporto de Recife.;Limpeza MUITO superficial, sujeira nos cantos do quarto. Sala do café da manhã suja, mesas sujas, migalhas antigas espalhadas pelo chão, debaixo dos móveis.;6;;;;;;
3 de abril de 2022;Para nunca mais!;Localização;De não terem avisado com antecedência que o hóspede sem passaporte sanitário sofreria constrangimentos. Só nos foi informado após o pagamento das diárias. De não haver lixeira no quarto, apenas no banheiro. Deste jeito como reciclar o lixo?;5;;;;;;
2 de abril de 2022;Decepcionante;Nada.;Preço alto;;;;;;;
Sem café da manhã incluído na diária;;;;;;;;;;
Colchão ruim;;;;;;;;;;
Cheiro desagradável no quarto; de mofo ou coisas molhadas ;;;;;;;;;
"Atendimento razoável""";4;;;;;;;;;
2 de abril de 2022;Muito Boa;Localização excelente. ;;;;;;;;
Atendimento muito bom; recepção excelente.;;;;;;;;;
Quartos de bom tamanho;" banheiro bom.""";;10;;;;;;;
1º de abril de 2022;Aceitável;;pelo custo, deveriam pelo menos oferecer água no frigobar;5;;;;;;
1º de abril de 2022;caro pelo Oq oferece;a localização;recepção sem educação;3;;;;;;
31 de março de 2022;Excepcional;O hotel possuí convênio com os taxistas do aeroporto, as corridas de check in são cortesia. O retorno ao aeroporto saiu por 10 reais, além de ser extremamente rápido, ótimo para descanso entre vôos;;10;;;;;;
14 de julho de 2023;Muito bom;Limpeza e conforto;Xxxxc;8;;;;;;
27 de junho de 2022;Muito bom;cama;;;;;;;;
"banheiro""";;8;;;;;;;;
12 de maio de 2022;Bom custo benefício;Praticidade, atendimento e localização;Não ter o café da manhã na reserva;8;;;;;;
6 de abril de 2022;Café da manhã poderia ser melhor.;Quarto;café da manhã;9;;;;;;
8 de dezembro de 2023;Nunca mais me hospedo;Localização;Quarto muito pequeno sem conforto camas pequenas a de solteiro com uma madeira na lateral e em cima que machuca as pessoas. Banheiro sem tranca. Funcionários parecem não estar nem aí com sua presença tive que levar as malas sozinha enfim meu Deus péssimo custo benefício não ficaria novamente pois tem outros hotéis bem mais baratos perto do aeroporto que tratam os hóspedes com questão !!!! Nem um cafezinho na recepção nada !!!! Nota zero pra mim não basta estar próximo do aeroporto tem que ser bom e esse aí passa longe. Fiquei na chegada e quando vi que não era nada daquilo que mostrava solicitei cancelamento porém não cancelaram tive que pagar uma fortuna de novo para ser mal atendida e ficar em um lugar ruim.;1;;;;;;
3 de dezembro de 2023;Só ficaria pela localização.;Localização Café da manhã;Quarto pequeno demais cama com uma madeira que incomoda na borda perigoso para crianças baterem a cabeça. Não tinha travesseiros nem toalhas no quarto o preço caro para um hotel sem serviço de quarto e quartos pequenos e não tem café da manhã incluso !!!;6;;;;;;
26 de novembro de 2023;Excepcional;Tudo;;10;;;;;;
14 de novembro de 2023;Mediana;Localização;Cama desconfortável, preço alto para não ter café da manhã.;6;;;;;;
9 de outubro de 2023;Agradável, com tudo de bom;Tudo perfeito, muita ordem e cuidados;Tv não pega YouTube;10;;;;;;
6 de outubro de 2023;Satisfatório;;Quarto pequeno;6;;;;;;
11 de julho de 2023;Excelente;Excelente atendimento;Não há nada a comentar;10;;;;;;
7 de abril de 2023;Aceitável;localização;travesseiros muito ruins;;;;;;;
"cama ruim também""";5;;;;;;;;;
18 de janeiro de 2023;a estadia foi muito boa;confortável;no café da manhã, o cuscuz deveria ser feito como manda o nordestino, e estava parecendo o cuscuz de Brasília (cru);10;;;;;;
21 de maio de 2022;só o café da manhã que precisa melhorar;conforto;cafe da manhã. cuscuz cru, macaxeira dura, e isso é o mínimo, qualquer pessoa no mundo sabe fazer um cuscuz;5;;;;;;
6 de abril de 2022;Aceitável;Estrutura do hotel é boa;Deixa muito a desejar na limpeza geral, chão melado e sujo, banheiro encardido;5;;;;;;
24 de março de 2025;Comfortable and convenient;Very convenient for the airport. Very friendly staff.;Good to have an on site restaurant but the wait for the food was slightly long.;9;;;;;;
12 de março de 2025;Pleasant helpful staff and convenient hotel close to airport in Recifehotel;Friendly welcoming staff, 24 hour reception, clean rooms, 5 mins from the airport. Can get refreshments 24 hours eg coffee etc;;8;;;;;;
27 de fevereiro de 2025;Muito bom;I had one day because I had a 20 hour layover the the location next to the airport was great.;The food and drinks were not the best but they were decent;8;;;;;;
23 de fevereiro de 2025;Perfect place for layover in Recife;Close to airport ;;;;;;;;
Easy to walk during layover ;;;;;;;;;;
Clean and comfortable bedroom and bathroom ;;;;;;;;;;
"Quick check in""";Nothing;7;;;;;;;;
8 de fevereiro de 2025;Great hotel for a layover between the airport and your resort the next day.;We chose this hotel because of its location close to the Recife airport. They offered a free taxi service from the airport directly to the hotel. It was easy to find and very comforting. We could share a spacious room with four individual beds. Another thing we liked about our room, was that it had two bathrooms with two showers.;Even though the hotel has a great location next to the airport, it was a bit overpriced, because the rooms were pretty average and it didn’t include breakfast. We only stayed in this hotel for a layover, to get to our resort the next day. I wouldn’t recommend staying here longer, because there aren’t many restaurants and activity’s in the area. All in all we had a great stay.;9;;;;;;
3 de fevereiro de 2025;It was very pleasant stay. The employees were very helpful and kind.;Clean and tidy.;It didn’t have water in the room.;8;;;;;;
3 de fevereiro de 2025;Muito bom;Location;Staff were extremely slow at check in. We had to wait such a long time.;8;;;;;;
16 de janeiro de 2025;Good value for money.;Close to the airport. Nice breakfast.;Parking is not free.;8;;;;;;
14 de janeiro de 2025;Best place to be near the airport;We booked one night here due to a very early flight. It served the purposes, the taxi from the airport to the hotel was free and the rooms are better than I expected. Perfect for one niche stay if you need to catch a flight in the middle of the night or early morning. It’s importante to mention that this hotel is not walking distance from the airport, however super close, about 7min drive;;8;;;;;;
13 de janeiro de 2025;Fantástico;;Free breakfast should have been included;9;;;;;;
9 de janeiro de 2025;Convenient for airport travellers. Excellent breakfast . A bit pricy for what you get .;Very convenient very near the airport .;;;;;;;;
Modern and clean ;;;;;;;;;;
"Breakfast was excellent but not included""";It’s too expensive for what you get;8;;;;;;;;
30 de dezembro de 2024;Muito bom;Nice hotel close to the airport;;8;;;;;;
29 de dezembro de 2024;Muito bom;Perfect for a stop over after arriving late at the airport;All good;8;;;;;;
27 de dezembro de 2024;Spot on;Exactly what you can expect from a Ibis right by the airport. It's spot on! The free taxi transfer is definitely a plus.;It's just as you can expect. Nothing to complain.;8;;;;;;
23 de dezembro de 2024;Overall exceeded expectations and would certainly recommend it for any airport stays.;The Front desk staff are really helpful and efficient. The little restaurant does a great breakfast but lags on the dinner side. Rooms are clean and super easy access to airport. Would recommend it highly for airport stop- overs.;Evening service and staff at the restaurant could do with paying better attention to clients. Service was very slow and poor and the only negative in the whole experience.;8;;;;;;
23 de dezembro de 2024;Fantástico;Staff were very friendly and attentive, breakfast was nice. Good value for money.;;9;;;;;;
2 de dezembro de 2024;Fantástico;Very nice staff and great location across the street from the airport (literally 2min on foot).;;9;;;;;;
27 de novembro de 2024;Good for one night;Good location, they pay for your taxi from the airport.;;;;;;;;
"Nice staff.""";Old property, in need of painting, carpet cleaning and new mattresses.;7;;;;;;;;
15 de novembro de 2024;Muito bom;Only spent a few hours between flights, but had a comfortable stay. You can walk there in daylight.;;8;;;;;;
10 de novembro de 2024;Muito bom;Friendly staff, very nice breakfast;;8;;;;;;
16 de outubro de 2024;Great location near airport.;Great location near the airport if on a lay over or early/late flight. Free transfer from the airport to hotel which is great for solo travellers.;It was perfect for a quick break betwern flights!;8;;;;;;
15 de outubro de 2024;Solid Basic Option;Had almost all the basics we needed after a long trip, fast check in, comfy bed, great blackout on windows, very nice breakfast;Not major things but can improve on quality of amenities. Shampoo and soap were very low quality, no kettle or coffee;7;;;;;;
13 de outubro de 2024;Went only for 1 night because of a travel scale, not to visit Recife;;No adaptor to charge the laptop was available;7;;;;;;
16 de setembro de 2024;Good value for money if you're staying overnight near the airport while waiting for your next flight;Good location (right across the street from the airport). You can request a taxi at the airport, and the hotel will cover the cost since they have an agreement. When going from the hotel to the airport, you can ask the reception to call a taxi for you. They mention a fixed price of 12 Brazilian Reais, though our driver asked for 20 when we got to the airport.;;;;;;;;
;;;;;;;;;;
We had dinner at the hotel; and the food options were nice; tasty (a pleasant surprise); and reasonably priced.;;;;;;;
;;;;;;;;;;
Overall;" it's definitely good value for money if you're staying overnight near the airport while waiting for your next flight.""";;8;;;;;;;
11 de setembro de 2024;Muito bom;Convenient location;;8;;;;;;
21 de agosto de 2024;Bom;A localização que é em frente ao aeroporto, muito bom pra quem ta entre voos. O hotel tem convênio com uma das empresas de táxi do aeroporto, você pode pedir o transfer gratuito do aeroporto ao hotel.;A limpeza poderia ser um pouco melhor.;7;;;;;;
16 de agosto de 2024;Nice hotel in from of the airport;Buffet breakfast;;9;;;;;;
6 de agosto de 2024;Walking distance from the airport;Close to the airport, it's possible to walk from the airport (there's a pedestrian crossing across the big street, no need to follow the Google Maps suggestions across the flyover).;;;;;;;;
;;;;;;;;;;
Clean; helpful staff;" highly recommended.""";All ok.;9;;;;;;
5 de agosto de 2024;Bom;Very close to airport. Room quiet despite close to a main road.;No shuttle bus to airport. They said there's only a shuttle from airport.;7;;;;;;
23 de julho de 2024;Great place by the airport;Great location across from the airport;The food in the restaurant wasn’t very flavorful;7;;;;;;
24 de junho de 2024;Fantástico;Value for money;;9;;;;;;
11 de junho de 2024;Great location and great service. Very convenient for one night.;The location was great - it is conveniently located right next to the airport. The room was very clean and comfortable and the bathroom was very nice and clean.;I wish the staff had provided more information about how to get to and from the airport. It seems that the hotel had some agreement with the taxis but I did not know this until I checked in. Also, I wish they had told me how to walk from the hotel to the airport since the staff only emphasized taking a taxi rather than simply crossing the street. Providing the information on the pros and cons of each mode of transportation would have been helpful. Also, I wish the staff had reminded me that breakfast was not included. Breakfast was really really good, though. Finally, in the long run, it would be nice for the hotel to consider adding some amenities like a pool. That would have made the experience much more memorable.;8;;;;;;
21 de maio de 2024;Fantástico;Very nice staff. The bar is great. The hotel is very close to the airport, 4 minutes by car. A nice place to stay if you need to stay close to the airport.;The parking garage cost 25 reals a day, quite expensive. The shower was broken, made the water drain out of it…;9;;;;;;
