data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;;;;;;
20 de julho de 2024;Ótima localização, equipe atenciosa e simpática e café da manhã excepcional.;O hotel está muito bem localizado e os funcionários são muito gentis e atenciosos. Eu diria que a equipe é o ponto mais forte do hotel. O café da manhã era excepcional, com sucos naturais, diversos bolos regionais, tapiocas, diversos pratos salgados. Enfim, daqueles de ficar o dia inteiro sem fome.;Eu não peguei um dos quartos reformados, mas o meu quarto estava ok. No entanto, alguns colegas reclamaram do quarto ter até mofo e como o hotel estava lotado devido à conferência em que estávamos participando, eles não tinham novos quartos para realocar. Uma colega que ficou em um dos quartos reformados do 19o andar, falou que era excepcional. Na nossa conferência, a sala Ventaneiro não tinha climatização e estava muito quente. Eu achei que o preço da diária estava carinho para o mês de julho, mas queria ficar no hotel da conferência.;9;;;;;;;;;
18 de julho de 2024;Fantástico;Hotel muito bom, atendimento perfeito, café da manhã excelente, ótima localização.;;9;;;;;;;;;
13 de julho de 2024;Fantástico;Localização ;;;;;;;;;;;
"Café da manhã""";Chuverinho do banheiro não funcionava;9;;;;;;;;;;;
9 de julho de 2024;Excelente hospedagem.;Localização, atendimento, instalações e café da manhã.;Pagar estacionamento.;9;;;;;;;;;
7 de julho de 2024;Boa;Sim;Faltou ferro de passar roupa;9;;;;;;;;;
1º de julho de 2024;Muito bom;(+) limpeza das roupas de cama e banho;;;;;;;;;;;
"(+) café da manhã""";(-) bolos embaixo do ar condicionado ressecando as massas;;;;;;;;;;;;
"(-) indiscrição da governanta do último dia ao invadir o apartamento mesmo com a placa de “não perturbe”. Com uma história de que foi “mandada pela portaria” embora o acordo de saída tivesse sido ratificado 2x""";8;;;;;;;;;;;;
29 de junho de 2024;Fantástico;Vista do quarto;Estava infiltrando água pelo teto!;9;;;;;;;;;
12 de junho de 2024;Boa estadia. Valeu a pena;O hotel é bom, embora não tenha nada de excepcional. A Localização é ótima. Fica de frente para a praia em um lugar lindo e ótimo de tomar banho de mar. Vale a pena.;;8;;;;;;;;;
7 de junho de 2024;Super indico. Vale à pena se hospedar. Café da manhã excepcional.;O café da manhã é o forte deste Hotel. De frente para o mar, é possível fazer uma saborosa refeição admirando a praia e iniciando o dia em ótimo estilo. O quarto é confortável e aconchegante, com espaço e tecnologia. A localização é boa também. De frente para o mar e perto dos principais lugares da cidade. Não é difícil sair do Hotel para eventos profissionais nos bairros e localidades mais comuns. Além disso, quem quiser fazer atividade na Orla da cidade, também estará no lugar certo.;Gostei de tudo. A estrutura da recepção do Hotel talvez não seja a melhor do mundo, mas está em ótimas condições e a equipe que atende é muito especial. Me proporcionaram acolhimento e ofereceram o que era possível na minha curta estada.;9;;;;;;;;;
6 de junho de 2024;Bom;Localização muito boa. ;;;;;;;;;;;
"Refeições também boas.""";;7;;;;;;;;;;;
28 de maio de 2024;Bom custo-benefício;Excelentes localização, atendimento e café da manhã;Os apartamentos já passaram da hora de serem reformados;8;;;;;;;;;
27 de maio de 2024;Boa estadia;Boa localização, bom café da manhã, bom atendimento;A limpeza poderia ser um pouco melhor;7;;;;;;;;;
23 de maio de 2024;Muito bom;Otimo café da manhã.;Não gostei de não ter sido avisada que haveria manutenção na Internet do hotel, e que ficaria sem internet por muitas horas. Contextualizando: na reserva, nos meus pedidos havia um item bastante claro: Preciso de internet boa.;8;;;;;;;;;
17 de maio de 2024;Muito bom;;Chuveiro frio de manhã;8;;;;;;;;;
12 de maio de 2024;Muito bom;Os funcionários são muito atenciosos, boa localização: fica perto do aeroporto, da feirinha, da praia e do shopping. Lugar seguro sendo possível sair a pé. Bom cafe da manhã.;Achei o quarto com algumas áreas que poderia estar mais limpo e pouca iluminação, só tendo dois pontos de luz - um abajour e a luz acima da porta de entrada do quarto.;8;;;;;;;;;
8 de maio de 2024;Bom;o café da manha é bom a localização e boa próximo a praia;hotel antigo elevadores velhos e nao tem restaurante perto tem que ir de uber;7;;;;;;;;;
29 de abril de 2024;Localização excelente. Mas precisa de reformar.;A localização é muito boa, em frente à praia. Hotel limpo, atendiento muito bom, enxoval do quarto bom. Chuveiro satisfatório.;Há uma reforma no lobby que vai ser um restaurante. Não havia shampoo. O hotel é antigo, precisa de reformas. o hotel não surpreende.;7;;;;;;;;;
27 de abril de 2024;Fantástico;O quarto com vista mar é maravilhoso! Espaçoso, confortável e de belíssima decoração. Ganhei um upgrade no meu check-in e tive a oportunidade de me hospedar neste quarto luxuoso! Fiquei encantada!!!;;;;;;;;;;;
Linda vista da praia apreciada pelo hall do café da manhã e através da área da piscina.;;;;;;;;;;;;;
Gastronomia do hotel excelente!;;;;;;;;;;;;;
A boa localização do hotel permite um ótimo acesso ao mar da praia de Boa Viagem e banho nas piscinas naturais de águas mornas;" quando a maré está baixa.""";No check-out tive um problema com a cobrança de itens do frigobar os quais não consumi, na realidade. Mas o hotel se prontificou a resolver a situação e não paguei injustamente pelos itens não consumidos.;9;;;;;;;;;;
27 de abril de 2024;Bom;A localização é ótima !!;O hotel parece um pouco abandonado com ausência de manutenção em alguns locais;7;;;;;;;;;
23 de abril de 2024;Agradável;Tem um cachorro que fica na recepção chamado Xodó. Ele é o grande atrativo do local e todos gostam dele. A localização é muito agradável e os funcionários extremamente simpáticos. Os shampoos e sabonetes liquídos são MUITO cheirosos.;O hotel está em processo de reforma e fiquei em um quarto não reformado. Os quartos são um pouco antigos e os lençois finos. Gostaria de ter ficado em um dos novos.;8;;;;;;;;;
21 de abril de 2024;Fantástico;Quarto amplo, vista mar!;;;;;;;;;;;
Tivemos upgrade. Funcionários educados; atenciosos e prestativos.;;;;;;;;;;;;
"Café da manhã com muitas opções.""";Recepção pequena.;9;;;;;;;;;;;
21 de abril de 2024;Boa;Localização e atendimento;Estrutura do apartamento, principalmente o banheiro, muito antigo.;8;;;;;;;;;
18 de abril de 2024;Razoável;Cama e travesseiros confortáveis, lençóis limpos.;;;;;;;;;;;
Vista para o Mar.;;;;;;;;;;;;;
"As refeições solicitadas no quarto são ótimas e eles não cobram para leva até o quarto.""";Quarto velho, banheiro velho ( tinha que tomar banho dentro de uma banheira velha, muito alta para entrar e descer, sem Box apenas uma cortina velha, espelhos velhos e desgastados com manchas.;;;;;;;;;;;;
Café da manhã com cardápio igual todo dia.;;;;;;;;;;;;;
Ar condicionado central super velho;" barulhento e não dá para regular a temperatura.""";7;;;;;;;;;;;
17 de abril de 2024;Ficamos felizes com acolhimento do Hotel com os animais, vimos o Xodó e encheu o coração de alegria.;Espacosa;Cadeiras manchadas ;;;;;;;;;;
"Aspecto de mal cuidado""";9;;;;;;;;;;;;
11 de abril de 2024;Vista inesquecível!;Muito confortável . Café da manhã bem completo ! Localização na melhor parte de banho de boa viagem . Vista inesquecível. Ficamos num quarto c vista p o mar .Quero voltar!;Não gostei do serviço de estacionamento, achei um preço caro e o serviço demorado p retornar c o carro. Ficamos quase 30 minutos aguardando o carro.;8;;;;;;;;;
9 de abril de 2024;Bom;Quarto e instalações;A precificacao não estava correta, tivemos que pagar uma taxa a mais no ato da estadia. Falha dr comunicação entre booking e hotel, deixando as regras ambíguas;7;;;;;;;;;
4 de abril de 2024;atendeu as expectativas.;Ótima Localização! Atendentes educados e prestativos. Bom café da manhã!;Estrutura do quarto ruim: quartos com muitas infiltrações e paredes descascadas, Corredor dos elevadores sujos. Não havia colcha disponível no quarto, sendo necessário solicitar ao serviço que quarto.;8;;;;;;;;;
1º de abril de 2024;Boa;Normal;Iluminação do Apito. Sujeira de morfo no teto do Apito;7;;;;;;;;;
31 de março de 2024;Bom;Localização ótima, o quarto amplo e confortável, a limpeza impecável. O café da manhã muito bom.;O ar condicionado do meu quarto 1222 não estava funcionando e sofremos durante a noite, até nos colocarem em outro quarto. O serviço de quarto tb deixou a desejar.;8;;;;;;;;;
29 de março de 2024;Fantástico;Do quarto;;9;;;;;;;;;
28 de março de 2024;Fantástico;A reforma ficou totalmente elegante e confortável;;9;;;;;;;;;
18 de março de 2024;Fantástico;Quarto bem confortável e tudo muito organizado.;;9;;;;;;;;;
18 de março de 2024;A estadia estava dentro do esperado, entretanto, existem alguns pontos a melhorar .;O atendimento dos funcionários, café da manhã e localização.;A modernização do quarto e a demora nos elevadores.;8;;;;;;;;;
15 de março de 2024;Uma visão muito bonita da praia de Boa Viagem e seus arrecifes;café da manha muito bom e o ambiente do Hotel também, bem familiar;Ter que pagar as despesas de restaurante no momento do recebimento do serviço.;8;;;;;;;;;
13 de março de 2024;Sou cliente do Hotel, desde os anos 80. Considerando que o hotel está em obras de manutenção, as ...;Café da manhã: excelente.;;;;;;;;;;;
"Localização: excelente""";No todo, gostei do hotel, como sugestão para melhorar mais, por exemplo: a manutenção dos elevadores, precisa ser melhorada.;8;;;;;;;;;;;
13 de março de 2024;Acredito em melhorias na área da recepção para eliminar o incômodo das obras;Localização, café da manhã, funcionários;Saguao da Recepção em obras;9;;;;;;;;;
10 de março de 2024;Muito boa;Ficamos no andar 12º. O ar condicionado não funcionava . Passamos duas noites penando . Nós colocaram no 16º . Quarto muito bom . Ar condicionado perfeito . A rouparia excelente . O café da manhã excelente .;Dos quartos sem reforma;8;;;;;;;;;
7 de março de 2024;Apesar do problema no cartão do quarto, ótimo atendimento, ótimo café da manhã e ótima localização.;Café da manhã bem diversificado e com ótimas opções, localização muito boa bem de frente com a praia de Boa Viagem numa piscina natural com menor risco de tubarões.;O cartão de acesso ao quarto deu bastante dor de cabeça, as vezes funcionando apenas no elevador e outras nem isso... Efetuei a troca do cartão 2 ou 3 vezes e tive que descer do nono andar para o térreo quase 10 vezes no total da estadia, no fim o problema era o cartão e também a trava do quarto e o técnico precisou fazer manutenção.;8;;;;;;;;;
4 de março de 2024;Antigoa mas.com bom custo benefício em frente ao mar;Hotel muito bemnocalizado em ponto nobre da boa viagem. Café da manhã excelente. Quarto muito amplobe cama confortável;O Hotel está passando por uma reforma mas ficamos num dos quartos antigos quw está bem desatualizado com móveis antigos, poucas tomadas e banheira com chuveiro . Televisão não é smart.;9;;;;;;;;;
2 de março de 2024;Gostei muito e pretendo voltar em breve;Localização e café da manhã;;8;;;;;;;;;
28 de fevereiro de 2024;Perfeito;Limpeza dos quartos ,vista,e amplitude das acomodações e conforto.;;8;;;;;;;;;
28 de fevereiro de 2024;Agradável, mas precisa melhorar a logística do estacionamento.;Tamanho do quarto e localização do hotel;Estacionamento distante e nem sempre com vaga, apesar de ser pago. Meu veículo ficou 2 noites na calçada do hotel.;8;;;;;;;;;
26 de fevereiro de 2024;Bom;Localização;Internet;7;;;;;;;;;
26 de fevereiro de 2024;Café da manhã dos sonhos com a melhor localização!;O café da manhã desse lugar é fora do comum! É a grande preciosidade, não faltava nada, muitas opções regionais e para todos os gostos. Os são quartos e espaçosos, com todas as comodidades, como mesa de trabalho, armário, mesa de café e sofá, boas toalhas e amenidades. A localização se destaca também, além da linda vista, pegamos praia e tivemos acesso a bancos, shopping, mercado, farmácia e bons restaurantes à pé.;Reservei três quartos e dois deles ainda não foram reformados, estão com o banheiro antigo (bidê e banheira com cortina de plástico). O ar é central e em um dos quartos não funcionou corretamente, só refrescava o ambiente. O atendimento no Carnaval estava mais lento, demorou para realizarem o checkin-checkout, uma sugestão de melhoria para períodos de maior movimento.;9;;;;;;;;;
26 de fevereiro de 2024;Fantástico;Excelente café da manhã;;;;;;;;;;;
"Funcionários treinados e educados""";algumas áreas em reforma;9;;;;;;;;;;;
26 de fevereiro de 2024;Se eu voltar à Recife com certeza ficarei no mesmo hotel.;A localização é perfeita e o café da manhã maravilhoso. Não sei se é comum mas a piscina fica aberta 24h. A recepção temos um doguinho chamado Xodó. Resumindo, adorei a estadia.;Nada a reclamar.;8;;;;;;;;;
26 de fevereiro de 2024;Boa;Localização, hospitalidade dos funcionários.;Por ser um hotel classificado como 5 estrelas o quarto não estava em boas condições: fechos com ferrugem intensa, manutenção da estrutura do quarto precária. Ar condicionado sem funcionamento da opção de regulagem de temperatura ( o que tinha não funcionava , somente interruptor liga e desliga) no quarto faltava manta disponível e lençol.;9;;;;;;;;;
25 de fevereiro de 2024;Atendeu as minhas necessidades.;Vista para o mar.;Serviço de bar da piscina e café da manhã poderiam melhorar.;8;;;;;;;;;
25 de fevereiro de 2024;recomendo;Café da manha, localização, atendimento;o banheiro precisa e vai passar por reformas.;8;;;;;;;;;
23 de fevereiro de 2024;Espero voltar em outra oportunidade;Normal;O banho, adequando a banheira ao estilo atual. O pagamento do estacionamento para um hotel de um porte desse tamanho;8;;;;;;;;;
22 de fevereiro de 2024;Muito bom;Da acomodação;Elevadores antigos;8;;;;;;;;;
21 de fevereiro de 2024;Fantástico;Tudo;;9;;;;;;;;;
20 de fevereiro de 2024;Muito bom;Café da manhã excelente, com muita variedade. Atende a todos os gostos. Acomodação sempre limpa e funcionários atenciosos. Recomendo.;;8;;;;;;;;;
20 de fevereiro de 2024;Razoável;Café da manhã excelente e bom serviço de bar na piscina!;Banheiro com infiltração, sem box, sem toalhas de piso.;7;;;;;;;;;
18 de fevereiro de 2024;Razoável;Os funcionários maravilhosos .;Ar condicionado vazando água ;;;;;;;;;;
E a limpeza do hotel ;;;;;;;;;;;;;
"Ficamos sem energia das 10:00 ás 14:00 para manutenção e não foi avisado na hora da contratação do hotel .""";7;;;;;;;;;;;;
15 de fevereiro de 2024;Excelente local para se hospedar em Recife.;Localização, cordialidade, café da manhã, estadia de forma geral.;;9;;;;;;;;;
15 de fevereiro de 2024;Muito bom;Localização excelente, café da manhã maravilhoso, quarto amplo.;Banheiro com um cheiro, reposição de itens do café da manhã demorado.;8;;;;;;;;;
14 de fevereiro de 2024;Longe das espectativas;Localização perfeita é vista;As camas pequenas sem conforto e internet sem qualidade;7;;;;;;;;;
14 de fevereiro de 2024;Fantástico;Café da manha ótimo! Os funcionários muito prestativos e gentis.;;;;;;;;;;;
