data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;
29 de outubro de 2024;Bom custo beneficio;Muito bom, superou as expectativas . Localização muito boa. Hotel novo com estrutura moderna e bem distribuída. Café da manha justo, restaurante aconchegante e confortável. Funcionários prestativos e eficientes. Manobrista faz diferença.;Os quartos deveriam ter espelho de corpo. Há apenas o espelho do banheiro.;10;;;;
29 de outubro de 2024;Um achado em Boa Viagem!!;Limpeza impecável, quarto e banheiro perfumados, ótima localização e atendimento na recepção nota 10.;;;;;;
"Um achado em Boa Viagem. Me hospedei por recomendação de uma amiga e não me arrependi. Vou voltar com certeza.""";;10;;;;;;
29 de outubro de 2024;Um achado em Boa Viagem!!;Limpeza e atendimento impecáveis. Ótima localização e ainda tem um café da manhã delicioso.;;10;;;;
29 de outubro de 2024;Muito bom;Excelente café da manhã e equipe super atenciosa e gentil.;Houve um problema com a descarga mas prontamente fui transferido de quarto.;8;;;;
29 de outubro de 2024;Excepcional;Localização. Presente de boas vindas (bolo de rolo). Cama confortável. Chuveiro excelente. Café da manhã. Restaurante no local.;;10;;;;
28 de outubro de 2024;Excelente estadia.;Tudo, sabem atender bem o cliente e gerar valor. Ambiente e café da manhã excelentes.;;;;;;
"Continuem assim.""";;10;;;;;;
28 de outubro de 2024;Muito bom;O hotel é simples, confortável e tem um ótimo restaurante.;;8;;;;
28 de outubro de 2024;Excelente custo beneficio;Hotel com otimo custo beneficio. Café satisfatóri e atendeu minhas necesidades. Atendimento da equipe muito bom. Otima localização.;;8;;;;
28 de outubro de 2024;Boa experiência!;O hotel é muito bom, quarto confortável e ótima localização. Os funcionários são muito simpáticos e receptivos.;;8;;;;
27 de outubro de 2024;Ótimo custo benefício, adorei a experiência!;Moderno, ambientes limpos e confortáveis. Equipe excelente!;;10;;;;
27 de outubro de 2024;Hotel excelente com equipe tão boa quanto;Hotel com ótima localização ;;;;;;
Café da manhã muito bom;;;;;;;;
"Equipe excelente""";A limpeza dos banheiros, apesar de Boa, pode melhorar;9;;;;;;
26 de outubro de 2024;Muito bom;Localização e café da manhã.;Acústica dos quartos. Ouve-se tudo do corredor e outros quartos.;8;;;;
26 de outubro de 2024;Muito bom;Boa localização, ótimas instalações. Funcionários educados. Excelente café da manhã.;Acústica muito ruim, ouve-se tudo dos outros quartos e do corredor.;8;;;;
26 de outubro de 2024;Bom custo benefício , bem localizado e ótimo atendimento. Novo e tem um restaurante italiano excepcional . Valeu muito a;Os atendentes eram super simpáticos e amáveis;;9;;;;
24 de outubro de 2024;Muito bom;Café da manhã maravilhoso, funcionários simpáticos.;;8;;;;
24 de outubro de 2024;Boa;Funcionários muito simpáticos e prestativos.;;;;;;
Café da Manhã excelente!;;;;;;;;
"No restaurante excelente cardápio e serviço dos garçons impecável.""";A recepção pequena com apenas 1 atendente o que dificultou o check-in e check-out.;;;;;;;
Achei que a limpeza do quarto poderia ser melhor. O quarto que fiquei já está precisando de reforma; pintura etc.;;;;;;;
A roupa de cama tbm poderia ser melhor;" um pouco surrada.""";8;;;;;;
23 de outubro de 2024;Excepcional;Mimos que ganhamos no check in, simpatia da equipe e o restaurante muito bom.;;10;;;;
21 de outubro de 2024;Excelente custo benefício;Restaurante muito bacana;Banheiro;8;;;;
21 de outubro de 2024;Cama de casal muito boa e espaçosa;Gostei da cordialidade da recepcao na nossa chegada;Tinha um cheiro de mofo, coisa fechada a muito tempo, acho que poderia ter um cheiro melhor.;9;;;;
20 de outubro de 2024;Uma boa estadia!! Recomendo!;Localização, camas confortáveis, banheiro grande e chuveiro maravilhoso. Funcionários educadíssimos e prestativos. Hotel com uma estrutura excelente.;As comidas do café da manhã estavam frias devido ao frio que faz na área destinada do café da manhã.;9;;;;
20 de outubro de 2024;Boa localização, ótimo restaurante;A localização é próxima de farmácias e conveniências, de fácil acesso para utilizar motoristas por aplicativos e o quarto é espaçoso e aconchegante. E, além disso, o restaurante do hotel era muito gostoso!;O prédio não dispõe de piscina ou academia, além de que não havia coberta disponível nos quartos e quando solicitamos nos foi dada uma de solteiro (apesar da cama ser King).;8;;;;
19 de outubro de 2024;Hotel EXCELENTE!!!!;Quarto com ótima ducha,colchão muito confortável,boa localização,muito bom café da manhã.Comércio ao redor prático,pra mim seria 4 estrelas.Os rapazes quee atendem na recepção são acolhedores e simpáticos.;Do tamanho da recepção e de ter que subir com as malas pela garagem pra fugir de escadas,poderia ter uma rampa.;10;;;;
19 de outubro de 2024;Excepcional;Localização e café da manhã;;10;;;;
18 de outubro de 2024;Hotel muito funcional e agradável!;Hotel funcional, perto de tudo! Café da manhã excelente! Equipe muito atenciosa! Quarto com um bom tamanho. O restaurante do hotel é fantástico! Fomos presenteados com duas cortesias de drinks ou taça de vinho!;O quarto em que ficamos não tem vista nenhuma. A bancada da pia do banheiro é minúscula, mal cabem as escovas de dentes.;9;;;;
18 de outubro de 2024;sem defeitos;limpo;barulho;10;;;;
18 de outubro de 2024;Estilo Ibis só que mais charmoso! Ficaria novamente;Café da manhã maravilhoso!!!!;Nível do ralo está errado. A água do banho vazava para fora do box e os tapetes e toalhas todos estavam com cheiro de mofo;9;;;;
17 de outubro de 2024;Excelente;Comodidades boas, hotel com excelente acolhimento, sem deixar a desejar na limpeza dos quartos, café da manhã um dos melhores que já experimentei;Não tem rampa de acessibilidade na entrada;10;;;;
17 de outubro de 2024;Estadia aconchegante;Conforto. Agilidade no check-in.;Nada a mencionar.;9;;;;
17 de outubro de 2024;Muito bom;O hotel é bacana;;8;;;;
16 de outubro de 2024;PERFEITA;Hotel reformado, os quartos são espaçosos, boa roupa de cama e banho, excelente atendimento. ;;;;;;
"Tem um restaurante bem gostoso no térreo.""";Preço do café da manhã é alto e cobram pelo estacionamento.;10;;;;;;
16 de outubro de 2024;Muito boa!;Cama muito confortável, café da manhã muito bom, tudo bem limpo, ótimos funcionários e excelente localização.;A temperatura do ar condicionado estava muito baixa e não era possível mudar, pois no nosso quarto se tratava de um controle central de temperatura. Mas prontamente a equipe nos ofereceu uma coberta a mais e ficou resolvido.;9;;;;
16 de outubro de 2024;Fantástico;Gostamos muito da localização do hotel e do café da manhã, com a resslava de que o ar condicionado do restaurante estava muito frio no primeito dia.;Nos quartos faltou um espelho de corpo inteiro, e os colchões poderiam seria mais rígidos.;9;;;;
16 de outubro de 2024;Estadia muito boa!;Gostei da higienização, uma cama muito confortável e um café maravilhoso!;Apenas a bancada do banheiro, achei pequena.;9;;;;
15 de outubro de 2024;Fantástico;A comodidade de ter um excelente restaurante no próprio;;9;;;;
14 de outubro de 2024;Muito bom;Café da manhã com poucas opções mas produtos de qualidade.;;;;;;
Restaurante anexo muito bom; com carta de vinhos extensa.;;;;;;;
"Atendimento cordial dos funcionários""";Fluxo para o balcão do check-in um pouco confuso. Poderiam sinalizar melhor.;;;;;;;
"Climatização da área do café da manhã excessivamente fria. Vi vários hospedes reclamando disso.""";8;;;;;;;
14 de outubro de 2024;Conhecendo.;A localização muito boa, próxima à praia, supermercados, restaurantes e avenidas que possibilitam o descolamento rápido.;Gostei de tudo. Nada a reparar.;8;;;;
13 de outubro de 2024;Excelente hotel;Limpeza, receptividade, localização, café da manhã.;Um pequeno vazamento no vaso sanitário, mas como ficamos apenas uma noite, relatamos ao recepcionista e acredito que o hotel irá solucionar o problema.;10;;;;
13 de outubro de 2024;Fantástico;O quarto é muito limpo, confortável e camas ótimas para dormir.;;;;;;
A localização é excelente; perto da praia e de mercados ;;;;;;;
Café da manhã bem preparado.;;;;;;;;
"Com comodidade de possuir restaurante para refeições.""";O quarto é médio para pequeno, difícil abrir uma mala grande. O check in pode ser demorado por existir apenas um funcionário fazendo.;9;;;;;;
13 de outubro de 2024;Otima;De tudo. Atendimento,limpeza,café da manhã.;;10;;;;
10 de outubro de 2024;Excepcional;Quarto moderno, limpo, com cama confortável.;;;;;;
Situado próximo da beira-mar;" é um bom local para hospedagem em Recife.""";;10;;;;;
10 de outubro de 2024;Boa escolha na praia de Boa Viagem;Localização, limpeza e cordialidade dos funcionários;Box montado invertido, permite que a água molhe o banheiro;10;;;;
9 de outubro de 2024;Excelente custo x benefício em Boa Viagem.;Excelente recepção no hotel com drinks de boas vindas. Boa localização perto da praia de Boa Viagem. Excelente custo x benefício.;Nada. O café da manhã poderia ter mais opções.;8;;;;
9 de outubro de 2024;Fantástico;Ótima localização;;9;;;;
9 de outubro de 2024;Hotel nota 10.;Acomodação ótima, funcionários maravilhosos, desde a recepção. Chegamos na madrugada já estávamos nos esperando. Recomendo esse hotel.;Esse hotel para mim não tem nenhum ponto negativo.;10;;;;
8 de outubro de 2024;Muito agradável e excelente custo x benefício. Ficarei lá novamente.;Achei o restaurante muito bom. Equipe simpática e hotel confortável. Excelente custo x benefício. Sentimos falta de um espelho de corpo inteiro no quarto. Localização excelente. Fomos à praia à pé.;De não ter espelho de corpo inteiro no quarto. Apenas isso. No mais, tudo muito bom.;8;;;;
8 de outubro de 2024;Muito bom!;Conforto, silêncio nos quartos, restaurante no Térreo com bom preço, café da manhã muito bom, com muita variedade e coisas feitas na hora. Suco natural de laranja. Tapioca feita na hora, etc;Gostei de tudo;10;;;;
7 de outubro de 2024;Ótimo custo benefício;Hotel bonito e bem localizado. Quarto confortável, com tamanho razoável. Funcionários bastante simpáticos. Bom café da manhã. O restaurante do hotel é excelente e atende até 11:30 da noite, bom para quem chega em voo mais tarde.;Nada a reclamar.;10;;;;
7 de outubro de 2024;Bom custo benefício para estada rápida;Localização numa rua secundária, porém próxima à orla, embora não fosse a praia nosso objetivo.;;;;;;
Instalações adequadas ao tipo de reserva.;;;;;;;;
Colaboradores muito atenciosos; gentis e prestativos.;;;;;;;
O restaurante Pilo Cucina que serve o hotel tem ambiente charmoso;" comida deliciosa e funcionários também atenciosos e gentis!""";Tudo certo.;10;;;;;
6 de outubro de 2024;Fity;Hotel novo, atendimento dos profissionais muito bom, café da manhã bem bom !;O quarto que fiquei que foi o 305 , tinha um barulho vindo de fora, dos aparelhos dos ar condicionado.;9;;;;
5 de outubro de 2024;Uma ótima estadia. Localização ótima.;Do atendimento dos colaboradores, desde a recepção, aos atendentes do restaurantes e da equipe de limpeza, todos muito educados. Gostamos também dos kits de boas vindas que recebemos ao fazermos o Check-in.;Apenas o fato de termos ficado em um quarto barulhento. Ficamos com o quarto 1 que é no térreo e bem proximo à recepção, portanto todo tipo de conversa que havia na recepção entrava no quarto.;9;;;;
5 de outubro de 2024;Fantástico;Instalações boas cama confortável;Cuidado na hora de reservar pois tem valor sem café da manhã. Não ficou claro na hora da reserva só soube ao fazer o chekin;9;;;;
4 de outubro de 2024;Foi tudo ótimo;Quarto e banheiro/chuveiro: ótimos;;10;;;;
3 de outubro de 2024;Quero voltar!;Maravilhoso!! Localização ótima, atendimento do staff incrível, café da manhã muitooooo bom! Quartos grandes e muito limpos, kit de boas vindas com água e bolo de rolo, possibilidade de fazer exercícios na orla através da parceria do hotel com uma academia. Pena que só ficamos 1 noite!;Única sugestão de melhoria é o colchão que achamos mole. De resto, estão de parabéns!!;9;;;;
3 de outubro de 2024;Excelente custo benefício;Local muito bem localizado, funcionários educados e prestativos.;;10;;;;
2 de outubro de 2024;Surpreendente.;Restaurante no térreo. Maravilhoso. Café da manhã muito bom.;;9;;;;
2 de outubro de 2024;Agradavel;Atendimento geral;Custo o café da manhã;10;;;;
1º de outubro de 2024;ótimo custo benefício;restaurante. muito bom.;;9;;;;
30 de setembro de 2024;Gostei muito, os atendentes e funcionários muito educados. O café da manhã não achei tão espetacular como eu vi no anúnc;Excelente;Limpo, grande e bem confortável.;10;;;;
30 de setembro de 2024;Excepcional;Ótima localização, cama super confortável, café da manhã bem diversificado e funcionários muito atenciosos.;Não gostei de ter que pagar estacionamento.;10;;;;
30 de setembro de 2024;Boa;Localização muito boa e funcionários atenciosos.;Não foi um problema, mas como recomendação (até pela estrutura e tamanho do quarto) faltou um espelho de corpo.;10;;;;
29 de setembro de 2024;Boas instalações em boa localização;Boas instalações, localização, restaurante do hotel.;Nada.;10;;;;
28 de setembro de 2024;Hospedagem perfeita;Tudo. Funcionários simpáticos e solícitos.;;;;;;
"simplesmente amei.""";gostei de tudo.;10;;;;;;
28 de setembro de 2024;Muito bom;;COM ABSOLUTA CERTEZA ESQUECI MEU CARREGADOR DE CELULAR NA TOMADA DO AP. 403, DO LADO ESQUERDO DA CAMA, AO SAIR ÀS 13 HORAS DE ONTEM, 27/09. ENTREI EM CONTATO ÀS 23 HORAS, COM VINICIUS, E HOJE, 28/09, COM GABRIEL. PELO QUE FUI INFORMADO, NINGUÉM VIU, NINGUÉM SABE NADA. PRIMEIRA VEZ, NOS MEUS 72 ANOS, QUE ESQUEÇO ALGO EM ALGUM HOTEL E NÃO RECUPERO. E JÁ FIQUEI EM MUITA ESPELUNCA. PACIÊNCIA. FAZER O QUE?;8;;;;
28 de setembro de 2024;ótimo hotel;atendimento muito bom e dos quartos limpos e arrumados;não tenho queixas;10;;;;
27 de setembro de 2024;Fantástico;Limpeza, localização e atendimento excelente;.;9;;;;
27 de setembro de 2024;Fantástico;Funcionários acolhedores e educados. Disponíveis sempre que precisamos. Localização excelente. Quartos confortáveis e limpos.;;9;;;;
27 de setembro de 2024;Excelente estadia;Da higiene, do atendimento e do excelente serviço do restaurante.;;9;;;;
