data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;
4 de outubro de 2024;Só vale pela localização;Da localização;Como viajo o mundo inteiro, sou muito crítica. Eu cheguei no domingo à noite e fiquei até sexta meio dia. Desde o dia que cheguei não consegui acessar a wi-fi. E eu reclamei e todo dia era a desculpa de manutenção. Até que na terça feira à noite dei meu ultimato onde consegui trocar de quarto onde a wi-fi funcionava. No quarto não seria nada demais colocarem uma garrafa eletrica para aquecimento de água caso a gente queira tomar um chá por exemplo, que até tem no quarto, mas nao há como tomar, porque não tem água quente. No café deveriam oferecer uma maquina de expresso. Tem maquina de café muito ruim. O café sai frio e fraco. Fora isto, tem café nas garrafas com qualidade deplorável. Eu sou exigente com café e este é um pré requisito importante para mim. Achei a academia fraca também, apenas com alguns equipamentos de cardio e 2 equipamentos extra, para dizer que tem academia, precisa melhorar. Achei um absurdo um dia que fui reclamar da internet e a moça da recepção falou que era uma cortesia e tive que explicar a ela que eu escolhi o hotel pelos serviços que tinha e ter uma boa internet não é cortesia, é obrigação. Enfim, eu não recomendo o hotel e não ficaria de novo lá.;7;;;;
3 de outubro de 2024;Muito bom;localização, cafe da manha;o banheiro do quarto estava com cheiro de esgoto todos os dias;8;;;;
3 de outubro de 2024;Bom;Localização, atendimento, café da manhã, piscina;Instalações velhas, chuveiro elétrico, Wi-Fi ruim, algumas tomadas ainda são as antigas;7;;;;
29 de setembro de 2024;Pouco tempo no hotel… difícil avaliação ampla… mas superou expectativas e voltaria a me hospedar.;Localização fantástica…;;8;;;;
29 de setembro de 2024;Fantástico;Ficamos na suite família, e bastante grande e confortável. Tem uma vista maravilhosa da orla. A cama é muito confortável.;O espaço do café da manhã é muito pequeno pelo tamanho do hotel. Mas levamos sorte e conseguimos lugar para sentar nos dois dias que ficamos.;;;;;
"E geladeira na fechava direto.""";9;;;;;;;
28 de setembro de 2024;Agradável;Cama confortável;Barulho do ar condicionado que o motor ficava na frente da janela. Salão de café da manhã muito pequeno.;9;;;;
27 de setembro de 2024;Hotel muito bom, mas precisa de alguma melhoria.;A vista da suite 1101.;;;;;;
"Atendimento da recepção.""";A quantidade de mesas no restaurante. Às vezes ficamos sem mesa para tomar o café da manhã.;8;;;;;;
24 de setembro de 2024;Hotel bom, mas localização que requer cuidado extra para viajantes solo.;ótimo café da manhã;Chuveiro elétrico sem pressão. Ar condicionado (máquina externa) barulhento nos apartamentos de final 4 e 5 porém foi possível mudar para um final 7 com menos barulho. Quanto à localização, infelizmente não me senti segura a noite, péssima iluminação pública. O calçadão tem forte cheiro de urina próximo aos quiosques. A região de Boa Viagem está degradada socialmente (moradores de rua, usuários de crack, prostituição). É longe dos principais pontos turísticos - gasta-se muito com uber, mas de dia pode-se usar transporte público que passa a duas ou três quadras do hotel.;8;;;;
24 de setembro de 2024;Localização é ponto forte;A localização do hotel é excelente! A área externa da piscina muito agradável e o café da manhã ótimo: típico da região. Academia boa.;O quarto não era acolhedor: teto baixo, janela muito escura e não abria por completo, móveis antigos e e formato do quarto estranho. Camas muito próximas uma da outra.;8;;;;
24 de setembro de 2024;Muito boa.;Principalmente do café da manhã. Os funcionários são muito educados e hospitaleiros.;O gerente infelizmente não foi aberto para a negaciação de valores e cortesias.;9;;;;
23 de setembro de 2024;Recomendo;Tudo bom;Tudo bom;9;;;;
23 de setembro de 2024;Muito boa;Excelente localização, quarto espaçoso e com boa vista, atendimento muito cordial, bom café da manhã e serviço de quarto;O mobiliário e instalações estão um pouco antigos, precisando de renovação.;9;;;;
23 de setembro de 2024;Ótima estadia;Hotel possui uma ótima localização e um bom custo-benefício. Existem academias e supermercados a uma curta distância à pé.;O café da manhã não é tão variável e, se você fica por muito tempo na estadia, se torna um tanto enjoativo.;8;;;;
21 de setembro de 2024;Bom;Localização e atendimento dos funcionários.;Instalações antigas.;;;;;
Banheiro pequeno.;;;;;;;;
"Chuveiro elétrico.""";7;;;;;;;
21 de setembro de 2024;Local de pessoas agradáveis e ótima localização, com a estrutura do quarto abaixo do esperado.;Pessoal que trabalha no hotel muito comunicativos e solícitos.;;;;;;
Café da manhã muito bom.;;;;;;;;
"Ótima localização.""";Quarto deixou um pouco a desejar, cama não muito confortável e banheiro também.;8;;;;;;
20 de setembro de 2024;a voltar certamente;o quarto com vista para a praia tem uma energia brutal. o edificio é um pouco antigo, mas o vento que vem da praia nesses apartamentos virados para o oceano compensam tudo isso.;cafe da manha é bom, variado, mas a sala é um pouco pequena para muitos hospedes. nao fui nem para a academia nem para a piscina, nao posso opinar.;8;;;;
20 de setembro de 2024;Regular;Gostei do café da manhã, do tamanho do quarto e do chuveiro.;Cama pouco confortável. Não tinha manta, nem edredom no quarto e com o ar condicionado passei frio à noite. Não fornece tbm piso de banheiro.;7;;;;
18 de setembro de 2024;Ótimo atendimento e localização;Localização ótima, funcionários atenciosos, café da manhã maravilhoso com muitas opções e oferecem serviço de quarto 24horas.;Nosso quarto tinha pouca iluminação (não tinha como ler um livro na cama) e o hotel tem pouca quantidade de toalha pra piscina, o que nos deixou na mão uma vez. Mas no geral a estadia foi ótima! Recomendo o hotel.;9;;;;
17 de setembro de 2024;Muito bom;Gostei bastante da localização do hotel. Fica na Orla da Boa Viagem, perto de bons restaurantes.;;8;;;;
17 de setembro de 2024;Fantástico;O hotel fica de frente para o mar, há poucos metros da parte da praia com recifes (boa para banho). quarto e banheiros bem limpos, cama confortável.;;9;;;;
16 de setembro de 2024;Apontamentos sobre o hotel.;Gostei da localização e gentileza dos funcionários, em especial a Camareira (Rosa).;Acredito que a parte da piscina precisa melhorar um pouco e a forma de verificar os itens no frigobar.;9;;;;
16 de setembro de 2024;muito boa;tudo muito bom , somente os pães que nao sao bons , na minha opinião deveria trocar a padaria que fornece os pães;os pães nao sao bons o resto tudo muito bm;8;;;;
12 de setembro de 2024;Muito bom;Localização, atendimento por parte dos funcionários excelente, bom custo benefício, instalações antigas, mas funcionando perfeitamente e uma limpeza impecável.;Pagar estacionamento;8;;;;
11 de setembro de 2024;Fantástico;A localização é excelente, próximo do comércio e restaurantes e pracinha do artesanato. Os funcionarios são bastante atenciosos e tem a comodidade de manobrista no estacionamento.;No geral o hotel é muito bom, mas parece que na piscina só tem sol pela manhã.;9;;;;
9 de setembro de 2024;Fantástico;Funcionários, localização, atendimento, café da manhã.;Poderia melhorar os lençóis e toalhas.;9;;;;
7 de setembro de 2024;Muito bom;Excelente café da manhã.;;;;;;
Atendimento cuidadoso.;;;;;;;;
Quarto aconchegante.;;;;;;;;
"Cozinha 24 horas foi fundamental.""";As toalhas eram velhas e estavam poidas e rasgadas. Na cama faltou um cobertor mais grosso.;8;;;;;;
7 de setembro de 2024;Fantástico;Da localização, dos atendentes e do café da manhã;De nada, gostei de tudo;9;;;;
2 de setembro de 2024;Muito bom;Localização muito boa. Café da manhã com bastante variedade e comidas típicas.;;8;;;;
2 de setembro de 2024;Casal em viagem;Localização. Atendimento.;Roupa de cama. As tolhas principalmente é evidente que precisam ser trocadas, pois estão muito surradas e de baixa qualidade.;7;;;;
30 de agosto de 2024;Acolhedor e boa relação preço qualidade;A localização é boa, próximo de restaurantes e praia.;;8;;;;
29 de agosto de 2024;Hotel beira-mar.;Segundo o Booking, o quarto teria 13 m2, mas acho que tinha mais de 23. Café da manhã bem bom. Pessoal prestativo. Custo benefício bom.;Internet meio claudicante. Sem elevador pra garagem. Estão em reforma.;8;;;;
28 de agosto de 2024;Bom;;Da recepção - quando cheguei. Cheguei 02:20 hs da manhã, tenho 68 anos, tinham 1 sr., 1a. sra., 1 recepcionista na recepção. Ninguém veio me ajudar. Me colocaram num apto mal cheiro, horrível. Logo pela manhã reclamei, me trocaram imediatamente, aí sim foi o pagamento merecido.;7;;;;
26 de agosto de 2024;Excelente custo-benefício para quem está de passagem por Recife;Localização e café da manhã;;8;;;;
26 de agosto de 2024;Muito bom;Muito limpo, funcionários excelentes, bom café da manhã.;;8;;;;
24 de agosto de 2024;Muito bom;Localização, café da manhã ótimo.;Não tenho nada a reclamar. Foi somente uma diária.;8;;;;
23 de agosto de 2024;Hotel sem luxos mas muito confortável;O hotel é bem localizado, orla da praia e com um precinho camarada. Modesto mas muito bom!;;7;;;;
21 de agosto de 2024;Hospedagem na medida para o meu planejamento de últimos dias de viagem.;O atendimento foi muito bom - fomos muito bem atendidos por todos os funcionários.;;;;;;
Fiquei impressionada com o cuidado na conferência das informações no check-in; principalmente das crianças. Parabéns a toda a equipe e a política de cuidado do hotel com nossas crianças. ;;;;;;;
No café da manhã; as gelatinas continham data de fabricação e validade;;;;;;;
Embora esse cuidado seja uma obrigação de todos que manipulam alimentos; a equipe está de parabéns; pois mesmo conhecendo todos os procedimentos; a maioria não toma esse cuidado.;;;;;
A opção de café e capucino na máquina achei muito interessante. Eu Prefiro essas opções ao café coado.;;;;;;;;
Gostei muito da amplitude e decoração da recepção; principalmente das cadeiras - o sofá pra mim era muito baixo.;;;;;;;
A vista do mar também é muito linda.;;;;;;;;
De um modo geral; gostei da hospedagem. Caso eu retorne para Recife;" muito provavelmente eu me hospede novamente.""";O banheiro: Área para banho muito apertada e a iluminação achei insuficiente - dentro do box estava escuro. A bancada do lavatório tem um bom tamanho. A lixeira do vaso sanitário deveria ter tampa. ;;;;;
A disponibilização de toalhas na hora do check-in estava abaixo da quantidade de hóspedes no quarto. Pedi reposição e recebi toalhas rasgadas e encardidas. No dia seguinte; houve troca das toalhas; mas novamente faltou - então; esse é um ponto que eu ressaltaria para observação e correção.;;;;;
Senti falta de cobertor ou edredom; pois só havia uma colcha. Creio que seja algo regional; pois também no hotel anterior tive que comprar mantas pois só havia a colcha da cama.;;;;;;
Não gostei do preço dos itens de consumo - R$ 10;00 uma garrafinha de 300 mL de água? Mesmo sabendo de todos os custos de manutenção da estrutura e dos serviços; bem puxado esses preços. Mas enfim; era a regra da casa; e pegamos água no mercado rsrsrs;;;;
"Tomadas e interruptores - achei desproporcional a quantidade de localização pelo tipo de acomodação.""";7;;;;;;;
19 de agosto de 2024;Fantástico;Instalações!;Não me atenderam em fornercer qualquer coisa adiantando um pequeno café, pois tinha um vôo às 05:00h. Não havia gerente para autorizar!;9;;;;
12 de agosto de 2024;Fantástico;As pessoas que trabalham são pessoas muito boa e muito competente;;9;;;;
9 de agosto de 2024;Muito bom;Do café da manhã e localização;Roupas de cama e toalhas velhas, banheiro pequeno.;8;;;;
5 de agosto de 2024;Custo benefício excelente.;Gostei da praticidade, localização e custo benefício.;A qualidade da tv, e poderia ter mais lençol tipo endredon.;9;;;;
5 de agosto de 2024;Muito agradável;Camas, limpeza, recepção, localização;O banheiro muito pequeno;9;;;;
4 de agosto de 2024;Muito bom;Televisão sem pegar dinheiro com imagem ruim. Os ventos fortes acabou fazendo muito ruído nos vidros da Janela do quarto.;;8;;;;
3 de agosto de 2024;Legal;Café da manhã localização;Pena que só no 1º dia teve pão de azeite no café da manha;7;;;;
3 de agosto de 2024;Fantástico;Localizaçao exelente, a familia adorou.;;9;;;;
30 de julho de 2024;Fantástico;tudo...;tudo bom;9;;;;
29 de julho de 2024;Agradável;Equipe muito atenciosa . Cordial , pode ter mais comunicação visual , das acessibilidade;Gostei de tudo;9;;;;
29 de julho de 2024;Atendeu;Localização ;;;;;;
Funcionários;;;;;;;;
"Limpeza""";Estrutura do hotel;;;;;;;
Conforto ;;;;;;;;
"Do quarto""";8;;;;;;;
29 de julho de 2024;Muito bom;Localização;A janela do quarto que ficamos ficava batendo com o vento e acabou incomodando na hora de dormir.;8;;;;
29 de julho de 2024;Fantástico;Atendimento , localização e preço;O elevador não funciona no estacionamento e a minha esposa fez uma cirurgia a 2 semanas e estava de andador...o camarareiro simplesmente disse que nso funcionava e virou as costas...ela teve de sair na chuva para o hotel...parece wue faz tempo wue o elevador não funciona desde estacionamento;9;;;;
26 de julho de 2024;Vale a pena;Localização, quarto e café da manhã;Cobrança para pedir pratos e talheres;9;;;;
18 de julho de 2024;Muito bom;Café da manhã e a localização. Funcionários prestativos. Limpeza adequada.;Móveis e ambientes antigos, com aspecto de bastante uso. Janelas batendo com o vento. Piscina sem proteção para o vento. Lençóis curtos e sem elástico que se soltavam a noite. Uma única luz no quarto. Tomadas longe da cama. Ducha elétrica com pouca água.;8;;;;
17 de julho de 2024;Muito bom;Excelente café da manhã, bem localizado, quarto muito confortável;Banheiros muito pequenos e não tem espaço para lavar utensilios das crianças;8;;;;
14 de julho de 2024;Muito bom;Localização, atendimento;Falta de tv por assinatura com vários canais;8;;;;
14 de julho de 2024;Ótimo hotel;Localização e funcionários muito educados e prestativos, bem como um café da manhã muito delicioso.;O tamanho do banheiro, mesmo sendo o quarto de luxo a banheiro é pequeno.;9;;;;
14 de julho de 2024;Aproveitamos tudo que foi possível;Da localização e do café da manhã;Da internet, pois quase não funcionava nos apartamentos, sendo necessário usar dados móveis ou tentar utilizar na área da piscina;7;;;;
