data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;;;;;
"O terraço tem uma vista linda e lá funcionários são muito educados e solícitos.""";O wi-fi não funcionou e não havia vagas de garagem suficiente m;8;;;;;;;;;;
5 de janeiro de 2025;Boa localização e boa comida;Localização e comida;Estava em reforma e a havia alguma porta estava fazendo zoada durante a noite.;9;;;;;;;;
5 de janeiro de 2025;Fantástico;É ótimo no geral.;Estacionamento cheio.;9;;;;;;;;
4 de janeiro de 2025;Bom custo benefício;Terceira vez que me hospedo no Park Hotel pela localização que para mim é perfeita, em frente à feirinha de Boa Viagem, possui um bom café da manhã e um Rooftop recém inaugurado, com um ótimo cardápio a preços convidativos, que ficou lindo ao lado da piscina também reformada.;Os quartos tem pouquíssimas tomadas e precisam de um boa reforma assim como os banheiros.;;;;;;;;;
A Internet é bem ruim;" cai toda hora.""";8;;;;;;;;;;
4 de janeiro de 2025;So peca na falta de estacionamento próprio;localização;falta de estacionamento próprio;8;;;;;;;;
3 de janeiro de 2025;Para quem quer dormir ou descansar, não é o ideal.;A localização é muito boa e o café da manhã era excelente.;O couxão era antigo e muito mole com deformidades, tinha um retaurante ao lado com som ao vivo HORRIVEL muito alto ficou tocando até as 23:00 impossível de se dormir, parecia que o cantor, se é que aquilo pode se chamar de cantor, estava cantando dentro do quarto, incomodou muito mesmo para quem quer descansar não recomendo. Chuveiro elétrico.;7;;;;;;;;
3 de janeiro de 2025;Boa;Cama;Estavionamento;8;;;;;;;;
2 de janeiro de 2025;Muito Bom!;Piscina, Rooftop...;Aluguei para o réveillon achando que iria ver pelo menos um pouco da queima de fogos do Rooftop. E ficar um pouco com família nas suas dependências. Mas para a minha decepção as 22h40 quando subir já estava fechado.;9;;;;;;;;
2 de janeiro de 2025;Positiva;Localização;Hotel necessita de atualização;8;;;;;;;;
2 de janeiro de 2025;Muito boa;Localização;;;;;;;;;;
"Atendimento""";Quarto sem vista alguma, porém muito espaçoso;9;;;;;;;;;;
2 de janeiro de 2025;Próximo de tudo, em frente a praia , foi perfeito;Amei a piscina, vista maravilhosa;Acho que o hotel precisa de um estacionamento mais organizado.;9;;;;;;;;
2 de janeiro de 2025;Hotel bom;A localizacao e excelente;Faltou energia no hotel durante a noite;9;;;;;;;;
1º de janeiro de 2025;Fantástico;A vista para o mar, e o café da manhã é maravilhoso;;9;;;;;;;;
1º de janeiro de 2025;Fantástico;Localização, café da manhã, funcionários, piscina...maravilhoso;Travesseiro um pouco alto, fila no café da manhã;9;;;;;;;;
1º de janeiro de 2025;Fantástico;.;.;9;;;;;;;;
1º de janeiro de 2025;Para 1 pernoite foi otimo. Nao pude avaliar mais tempo.;Quarto amplo e duplo otimo para casal com crianças;Restaurante fraco para refeicoes.;;;;;;;;;
"Cafe da manha bom.""";9;;;;;;;;;;;
31 de dezembro de 2024;Excelente;Área da piscina, o quarto é muito bom, a vista é linda;Área do café poderia ser mais ampla;8;;;;;;;;
31 de dezembro de 2024;Ótima Localização;Gostei muito da localização e atendimento dos funcionários. O bar no rooftop é excelente com garçons muito atenciosos.;Apenas o wifi não funcionava muito bem, mas fora isso, não tenho nada a reclamar.;9;;;;;;;;
30 de dezembro de 2024;Excelente custo benefício;Do café da manhã, e da zona da piscina.;Do hall do Hotel estar em obras nesta altura festiva.;9;;;;;;;;
30 de dezembro de 2024;Bom;Localização muito boa, Café da manhã sensacional!;;;;;;;;;;
"Atendimento excelente!""";Instalações antiga.;7;;;;;;;;;;
30 de dezembro de 2024;Bom;Próximo ao aeroporto e praia de boa viagem;Hotel meio antigo, área do café apertada, no movimento fica complicado até para se movimentar.;7;;;;;;;;
30 de dezembro de 2024;Muito bom;Tamanhos do quarto.;Demora no check-in;8;;;;;;;;
30 de dezembro de 2024;Boa nota para a recepção e café da amanhã;Atendimento na recepção (Itácia) e restaurante (Marcelo);Banheiro sem ventilação. Instalações necessitando de reforma;7;;;;;;;;
30 de dezembro de 2024;Boa. Voltarei a hospedar novamente.;Localização;Internet e quarto antigo. O ralo do banheiro parecia estar entupido.;8;;;;;;;;
29 de dezembro de 2024;Bom;Boa localização (em frente a feirinha da Boa Viagem). Quarto grande e bom café da manhã.;O banheiro tinha algumas moscas. O quarto não tem vedação acústica, então não recomendo pra quem tem problemas para dormir, pois a feirinha faz muito barulho.;7;;;;;;;;
27 de dezembro de 2024;ótimo custo benefício;A localização é excelente! o quarto e o café são OK!;Restaurante é pequeno para o tamanho do hotel;7;;;;;;;;
27 de dezembro de 2024;Bom;Café da manhã bom dentro do esperado devido o valor.;;7;;;;;;;;
26 de dezembro de 2024;Dentro das expectativas;O Hotel é bom, confortável e atendeu as expectativas. Achei o Café da manhã bem legal.;Faltou uns cobertores ou edredons no quarto. Só tinha uns lençóis finos que não foram o suficiente para o ar condicionado do quarto. Como chegamos tarde e minha filha já estava dormindo, não quis pedir na recepção. Acho que esse tipo de coisa deve estar a disposição do hóspede dentro do quarto.;8;;;;;;;;
26 de dezembro de 2024;Ótima localização com quarto razoável.;A localização do hotel é excelente, bem na praia de Boa Viagem. Fica próximo a restaurantes e supermercado. A equipe do hotel também foi muito prestativa e receptiva. Café da manhão com boas opções de comidas e bebidas.;Infelizmente, havia reservado um quarto para um casal e duas crianças, mas me colocaram em um quarto para 3 pessoas. Tive que providenciar uma cama para uma criança. Além disso, foi necessário descer na recepção para pegar toalhas, travesseiro e lençol. Ainda, o ar condicionado teve vazamento durante a madrugada, sendo que pingou bastante água no chão. Peguei o lixo do banheiro para conter as gotas.;7;;;;;;;;
26 de dezembro de 2024;Hotel muito bom em área privilegiada do Recife;Principalmente da localização, café da manhã e cordialidade dos funcionários.;Nada a reclamar.;9;;;;;;;;
23 de dezembro de 2024;Boa Estadia;Localização e do Rooftop;A televisão não é smart!;;;;;;;;;
"Quarto amplo porém antigo precisando de uma repaginada !""";9;;;;;;;;;;;
22 de dezembro de 2024;Ótomo custo benefício e localização;localização muito boa, perto da feirinha e restaurantes. próximo do mercado e a praia em frente forma piscinas naturais seguras. custo benefício muito bom, alimentação ok, em razão do preço. como atrasou o check in, me deram upgrade de quarto, com vista pro mar. muito legal.;atendimento dos funcionários pode melhorar.;9;;;;;;;;
19 de dezembro de 2024;Amei!;Funcionários muito educados! Café da manhã maravilhoso! Quarto com vista perfeita para o mar. Gostamos muito da piscina!;Não tem cobertor de frio no quarto.;9;;;;;;;;
18 de dezembro de 2024;Recomendo;Academia , piscina, café da manhã;Colchão muito macio / mole …problemas na coluna;9;;;;;;;;
18 de dezembro de 2024;Muito bom;A localização é o ponto alto do hotel, pois fica ao lado da feirinha de Boa Viagem e tem supermercado, farmácia, restaurantes bem próximos.;;;;;;;;;;
A área de piscina é ótima também; oferecendo uma bela vista da região.;;;;;;;;;;;
É um hotel mais antigo; está em reforma (o que pode ser ruim; pois muito cedo pela manhãja havia pessoas trabalhando e portanto; fazendo barulho). ;;;;;;;;;
O quarto que fiquei no quarto andar ainda não está reformado; e algumas coisas não estão bem conservadas. Não há tomadas próximas a cama; e o chuveiro é estranho;" com pouca vazão de água.""";No dia do check-out, enquanto eu tomava banho por volta das 8h30min ouvi uma campainha tocar insistentemente. Somente me dei conta que era a do meu quarto quando depois que saí do banho, e ainda nem estava vestida, entrou uma funcionária do hotel no quarto para saber se havia consumo do frigobar. ;;;;;;;;
Na hora eu resolvi não reclamar pq não queria o desgaste da discussão.;;;;;;;;;;;;
Mas esse tipo de comportamento não é aceitável. De fato eu não atendi a porta; mas eu posso escolher atender ou não alguém; ainda mais cedo da manhã. Além disso há telefone no quarto; eu deixei meu número de telefone para contato; bastava tentar contato dessa forma; ou simplesmente esperar; pois o check-out estava previsto.;;;;;;
"Foi bem desagradável e desrespeitoso.""";8;;;;;;;;;;;
15 de dezembro de 2024;Hotel bom e bem localizado em Recife.;O rooftop com piscina e restaurants forum excelente. O café da amanhã estava também muito bom.;O banheiro poderia ser mais limpo, tinha um.pouco de mofo no chuveiro.;8;;;;;;;;
13 de dezembro de 2024;Maravillosa;A vista mar;;9;;;;;;;;
12 de dezembro de 2024;Gostei!!;gostei do conforto da localizacao da limpeza do cafe da manha as 6h;foi um dia só!;9;;;;;;;;
12 de dezembro de 2024;Atendimento lento pra quem já é cliente;;Atendimento lento demais na recepção, apesar de ter feito check in on line antecipado;7;;;;;;;;
11 de dezembro de 2024;Suficiente;Localização, comodidades do condomínio;Cama de baixo conforto, roupas de cama e chuveiro merecem uma renovação.;8;;;;;;;;
11 de dezembro de 2024;Ótima localização;Terraço e o espaço do apartamento.;O colchão da cama estava bem desgastado e afundando bastante em um dos lados;8;;;;;;;;
11 de dezembro de 2024;Localização ótima, mas quartos podem melhorar.;Localização muito boa e o rooftop é incrível (piscina e bar);O banheiro do quarto não estava super limpo, poderia ser melhor. A janela do nosso quarto também ficava de cara com uma construção, então gerou muito barulho.;8;;;;;;;;
9 de dezembro de 2024;Hotel maneiro;O restaurante da piscina é excelente, comi um ceviche inesquecível com uma soda italiana dr maçã verde. ;;;;;;;;;;
;;;;;;;;;;;;
Os funcionários também são queridos; deram boas dicas.;;;;;;;;;;;
;;;;;;;;;;;;
 A piscina é ótima também; a vista incrível. O ar condicionado funciona perfeitamente.;;;;;;;;;;;
;;;;;;;;;;;;
O hotel estava em obra e isso não atrapalhou em nada a minha experiência.;;;;;;;;;;;;
;;;;;;;;;;;;
O café da manhã era muito rico também;" muito saboroso.""";O banheiro estava entupido. Comuniquei a recepção e demoraram muito pra mandar alguém, acabei jogando o xampu todo no vaso pra desentupir e funcionou hahaha perdão, mas foi o que deu. Mas seria massa se fossem mais ágeis nesse caso.;;;;;;;;;;
;;;;;;;;;;;;
Também usei o serviço de quarto de restaurante. Comi arroz com bacalhau e uma pizza. Os dois não estavam bons. ;;;;;;;;;;;;
;;;;;;;;;;;;
O cartão de acesso ao quarto desmagnetiza com muita facilidade e tive problemas pra entrar muitas vezes. A recepção resolvia rápido;" mas era chato subir e descer.""";7;;;;;;;;;;
8 de dezembro de 2024;Fantástico;Localização;Nihil ⁹;9;;;;;;;;
7 de dezembro de 2024;Boa estadia.;Ótima localização e atendimento.;Internet não é boa, algo que realmente atrapalha nos dias atuais.;9;;;;;;;;
5 de dezembro de 2024;Fantástico;Localização;Espaço;9;;;;;;;;
4 de dezembro de 2024;Legal;Localização e custo benefício.;O alarme de incêndio toca durante a madrugada (sem ter incêndio)causando problemas e inseguranças.;7;;;;;;;;
3 de dezembro de 2024;Ótimo hotel em Boa Viagem;A localização desse hotel é excelente. O atendimento também é muito bom, assim como o custo benefício. É a 3ª vez que o escolho é já recomendei para familiares. Está passando por modernização, conta agora com um bar/ restaurante no rooftop de boa qualidade e ambiente bem agradável. A área da piscina ficou lindíssima. Continuarei escolhendo o Park Hotel para me hospedar em Recife.;Algumas coisas como o chuveiro ainda precisam entrar na lista de modernização. Tem apenas 2 versões de temperatura, sem poder modular entre o quente e frio 😢;9;;;;;;;;
29 de novembro de 2024;Ótima experiência, como sempre!;Atendimento, localização e cordialidade. Em resumo, ótimo custo-benefício;Dessa vez, do valor da diária;9;;;;;;;;
28 de novembro de 2024;Muito bom;localização;hotel em obras gerando barulho no quarto;8;;;;;;;;
28 de novembro de 2024;otima;Vista do quarto de frente para o mar.;;;;;;;;;;
"Piscina no térreo boa para descanso e quem procura um ambiente para relaxar.""";;8;;;;;;;;;;
26 de novembro de 2024;Estadia boa, mas podia ser melhor;A localização e o preço são bons, café da manhã também, check-in facilitado;Não tinha cobertor, mesmo pedindo na recepção, só deram um lençol a mais;7;;;;;;;;
25 de novembro de 2024;Localizacao;Localizacao;Café da Manha com muita gente ...;9;;;;;;;;
25 de novembro de 2024;Ótima localização, custo benefício e atendimento sempre muito bom;Ótima localização e custo benefício;;8;;;;;;;;
25 de novembro de 2024;Hotel de bom custo-benefício e estadia relaxante;Localização e rooftop;Serviços de obra (temporário);8;;;;;;;;
24 de novembro de 2024;Muito bom;Funcionários cordiais, café da manhã excelente, restaurante top e em conta.;Toalhas fedendo urina.;8;;;;;;;;
23 de novembro de 2024;Bem tranquiloa;Funcionários atenciosos. Minha filha estava de aniversário fizeram surpresa com um bolo e cantaram parabéns no café da manhã! Café da manhã muito bom, restaurante do hotel, piscina, excelentes.;;9;;;;;;;;
22 de novembro de 2024;Boa estadia em Recife;O Hotel tem uma localização privilegiada. Quase à beira mar da Praia de Boa Viagem. Fica em frente à feirinha, que é um dos pontos turísticos mais visitados. Os quartos são bem espaçosos, o que eu fiquei tem uma bela vista. O cafe da manhã é bem gostoso. Senti falta do suco de laranja, mas tinham outras opções regionais, como cajá, cupuaçu que eu acho ótimo. A comida do restaurante também é gostosa. Servem pratos para 2 pessoas com preços justos. Vale a pena. Possui um rooftop maravilhoso na cobertura e uma bela piscina, mas infelizmente não tivemos tempo de nadar nela. Eu gostei do hotel, recomendaria a um amigo e me hospedaria novamente com certeza.;O wifi oscilou um pouco. Mas não comprometeu o uso.;9;;;;;;;;
22 de novembro de 2024;Hotel bom;Rooftop;Banheiro;7;;;;;;;;
21 de novembro de 2024;Bom;Localização;Comida cara. Café da manhã bem fraco.;7;;;;;;;;
